C日付,献立名,材料名,分量（g）,エネルギー（kcal）,たんぱく質（g）,脂質（g）,ナトリウム（mg）
2023/6/22,ハヤシライス,さとう,0.5,2,0,0,0
2023/6/22,ハヤシライス,塩,0.7,0,0,0,273
2023/6/22,ハヤシライス,こしょう,0.03,0,0,0,0
2023/6/22,ハヤシライス,ナツメグ,0.01,0,0,0,0
2023/6/22,ハヤシライス,赤ワイン,1,1,0,0,0
2023/6/22,ハヤシライス,ローリエ,0.01,0,0,0,0
2023/6/22,ハヤシライス,水,60～70,0,0,0,0
2023/6/22,牛乳,牛乳,206,126,6.8,7.8,84
2023/6/22,ごまマヨネーズサラダ,キャベツ,45,8,0.5,0.1,2
2023/6/22,ごまマヨネーズサラダ,きゅうり,10,1,0.1,0,0
2023/6/22,ごまマヨネーズサラダ,白ごま,1.6,10,0.3,1,0
2023/6/22,ごまマヨネーズサラダ,しょうゆ,2.1,2,0.2,0,120
2023/6/22,ごまマヨネーズサラダ,卵ぬきマヨネーズ,1.3,8,0,0.8,10
2023/6/22,ごまマヨネーズサラダ,からし粉,0.1,0,0,0,0
2023/6/22,ごまマヨネーズサラダ,さとう,0.9,4,0,0,0
2023/6/22,ごまマヨネーズサラダ,酢,0.9,1,0,0,0
2023/6/23,切り干し大根のたきこみごはん,米,62,212,3.8,0.6,1
2023/6/23,切り干し大根のたきこみごはん,麦,8,27,0.6,0.2,0
2023/6/23,切り干し大根のたきこみごはん,酒,0.8,1,0,0,0
2023/6/23,切り干し大根のたきこみごはん,水,,0,0,0,0
2023/6/23,切り干し大根のたきこみごはん,鶏肉,15,24,2.9,1.5,8
2023/6/23,切り干し大根のたきこみごはん,ごぼう,3,2,0,0,0
2023/6/23,切り干し大根のたきこみごはん,人参,5,1,0,0,2
2023/6/23,切り干し大根のたきこみごはん,冷凍油揚げ,5,21,1.2,1.7,0
2023/6/23,切り干し大根のたきこみごはん,油,0.3,3,0,0.3,0
2023/6/23,切り干し大根のたきこみごはん,切り干し大根,4,11,0.4,0,8
2023/6/23,切り干し大根のたきこみごはん,さとう,1,4,0,0,0
2023/6/23,切り干し大根のたきこみごはん,しょうゆ,5.8,4,0.4,0,331
2023/6/23,切り干し大根のたきこみごはん,みりん,0.7,2,0,0,0
2023/6/23,牛乳,牛乳,206,126,6.8,7.8,84
2023/6/23,肉団子の甘酢あんかけ,肉団子,60,133,9.1,8.2,81
2023/6/23,肉団子の甘酢あんかけ,油,35,11,0,1.2,0
2023/6/23,肉団子の甘酢あんかけ,しょうが,0.5,0,0,0,0
2023/6/23,肉団子の甘酢あんかけ,さとう,1.2,5,0,0,0
2023/6/23,肉団子の甘酢あんかけ,酢,0.8,0,0,0,0
2023/6/23,肉団子の甘酢あんかけ,しょうゆ,1.9,1,0.1,0,108
2023/6/23,肉団子の甘酢あんかけ,片栗粉,0.5,2,0,0,0
2023/6/23,肉団子の甘酢あんかけ,水,10～15,0,0,0,0
2023/6/23,中華風おひたし,キャベツ,35,6,0.4,0.1,1
2023/6/23,中華風おひたし,もやし,20,3,0.3,0,0
2023/6/23,中華風おひたし,ほうれん草,10,2,0.3,0,11
2023/6/23,中華風おひたし,からし粉,0.1,0,0,0,0
2023/6/23,中華風おひたし,ごま油,0.2,2,0,0.2,0
2023/6/23,中華風おひたし,しょうゆ,2.8,2,0.2,0,160
2023/6/23,中華風おひたし,酢,0.5,0,0,0,0
2023/6/26,ごはん,米（委託炊飯）,80,274,4.9,0.7,1
2023/6/26,牛乳,牛乳,206,126,6.8,7.8,84
2023/6/26,生揚げと野菜のそぼろ煮,冷凍生揚げ,50,78,5.2,5.4,17
2023/6/26,生揚げと野菜のそぼろ煮,さとう,2,8,0,0,0
2023/6/26,生揚げと野菜のそぼろ煮,しょうゆ,3,2,0.2,0,171
2023/6/26,生揚げと野菜のそぼろ煮,豚ひき肉,22,40,4.4,2.6,11
2023/6/26,生揚げと野菜のそぼろ煮,大豆ミート,3.3,12,1.5,0.1,0
2023/6/26,生揚げと野菜のそぼろ煮,人参,15,4,0.1,0,5
2023/6/26,生揚げと野菜のそぼろ煮,玉ねぎ,35,11,0.3,0,1
2023/6/26,生揚げと野菜のそぼろ煮,じゃがいも,60,32,1,0.1,1
2023/6/26,生揚げと野菜のそぼろ煮,油,1.2,11,0,1.2,0
2023/6/26,生揚げと野菜のそぼろ煮,グリンピース,2,2,0.1,0,0
2023/6/26,生揚げと野菜のそぼろ煮,さとう,3.5,14,0,0,0
2023/6/26,生揚げと野菜のそぼろ煮,しょうゆ,5,4,0.4,0,285
2023/6/26,ごま入りおひたし,白菜,40,5,0.3,0,2
2023/6/26,ごま入りおひたし,もやし,20,3,0.3,0,0
2023/6/26,ごま入りおひたし,しょうゆ,2.6,2,0.2,0,148
2023/6/26,ごま入りおひたし,白ごま,1.5,9,0.3,0.8,0
2023/6/27,ぶどうパン,ぶどうパン,50,250,7.3,3.9,353
2023/6/27,牛乳,牛乳,206,126,6.8,7.8,84
2023/6/27,ポークチャップ,豚肉,60,103,12.3,6.1,28
2023/6/27,ポークチャップ,塩,0.1,0,0,0,39
2023/6/27,ポークチャップ,こしょう,0.03,0,0,0,0
2023/6/27,ポークチャップ,片栗粉,15,51,0,0,0
2023/6/27,ポークチャップ,油,35,21,0,2.4,0
2023/6/27,ポークチャップ,トマトケチャップ,6,6,0.1,0,72
2023/6/27,ポークチャップ,ウスターソース,1.2,1,0,0,40
2023/6/27,ポークチャップ,さとう,2,8,0,0,0
2023/6/27,ポークチャップ,しょうゆ,0.4,0,0,0,23
2023/6/27,ポークチャップ,赤ワイン,1,1,0,0,0
2023/6/27,ポークチャップ,にんにく,0.01,0,0,0,0
2023/6/27,ポークチャップ,玉ねぎ,2,1,0,0,0
2023/6/27,ポークチャップ,水,11,0,0,0,0
2023/6/27,ビーフンスープ,ビーフン,10,36,0.7,0.2,0
2023/6/27,ビーフンスープ,鶏肉,10,16,1.9,1,5
2023/6/27,ビーフンスープ,人参,8,2,0.1,0,2
2023/6/27,ビーフンスープ,キャベツ,30,5,0.3,0.1,1
2023/6/27,ビーフンスープ,玉ねぎ,20,6,0.2,0,0
2023/6/27,ビーフンスープ,小松菜,10,1,0.2,0,2
2023/6/27,ビーフンスープ,濃縮スープ（チキン）,5,1,0.2,0,4
2023/6/27,ビーフンスープ,塩,1,0,0,0,390
2023/6/27,ビーフンスープ,こしょう,0.03,0,0,0,0
2023/6/27,ビーフンスープ,水,120～130,0,0,0,0
2023/6/28,シナガック,米,70,239,4.3,0.6,1
2023/6/28,シナガック,麦,10,33,0.7,0.2,0
2023/6/28,シナガック,にんにく,0.25,0,0,0,0
2023/6/28,シナガック,長ねぎ,10,2,0.1,0,0
2023/6/28,シナガック,油,0.7,6,0,0.7,0
2023/6/28,シナガック,塩,0.5,0,0,0,195
2023/6/28,シナガック,酒,1,1,0,0,0
2023/6/28,シナガック,水,,0,0,0,0
2023/6/28,牛乳,牛乳,206,126,6.8,7.8,84
2023/6/28,チキン・アドボ,鶏肉,75,122,14.3,7.6,39
2023/6/28,チキン・アドボ,玉ねぎ,30,9,0.3,0,1
2023/6/28,チキン・アドボ,にんにく,0.1,0,0,0,0
2023/6/28,チキン・アドボ,ローリエ,0.01,0,0,0,0
2023/6/28,チキン・アドボ,酢,4,2,0,0,0
2023/6/28,チキン・アドボ,しょうゆ,5,4,0.4,0,285
2023/6/28,チキン・アドボ,こしょう,0.02,0,0,0,0
2023/6/28,チキン・アドボ,塩,0.15,0,0,0,59
2023/6/28,チキン・アドボ,さとう,2,8,0,0,0
2023/6/28,チキン・アドボ,水,10～15,0,0,0,0
2023/6/28,ごまドレッシングサラダ,キャベツ,38,7,0.4,0.1,2
2023/6/28,ごまドレッシングサラダ,人参,7,2,0.1,0,2
2023/6/28,ごまドレッシングサラダ,小松菜,5,1,0.1,0,1
2023/6/28,ごまドレッシングサラダ,白ごま,1.6,10,0.3,1,0
2023/6/28,ごまドレッシングサラダ,酢,1.1,1,0,0,0
2023/6/28,ごまドレッシングサラダ,しょうゆ,2,2,0.2,0,114
2023/6/28,ごまドレッシングサラダ,さとう,1.1,4,0,0,0
2023/6/28,ごまドレッシングサラダ,サラダ油,1.1,10,0,1.1,0
2023/6/28,ごまドレッシングサラダ,ごま油,0.3,3,0,0.3,0
2023/6/29,豚すき丼,米,70,239,4.3,0.6,1
2023/6/29,豚すき丼,麦,10,33,0.7,0.2,0
2023/6/29,豚すき丼,油,0.3,3,0,0.3,0
2023/6/29,豚すき丼,酒,1,1,0,0,0
2023/6/29,豚すき丼,水,,0,0,0,0
2023/6/29,豚すき丼,豚肉,40,73,8,4.7,20
2023/6/29,豚すき丼,凍り豆腐,6,30,3,2,26
2023/6/29,豚すき丼,しらたき,20,1,0,0,2
2023/6/29,豚すき丼,人参,10,3,0.1,0,3
2023/6/29,豚すき丼,玉ねぎ,10,3,0.1,0,0
2023/6/29,豚すき丼,白菜,50,6,0.4,0,3
2023/6/29,豚すき丼,油,1.2,11,0,1.2,0
2023/6/29,豚すき丼,さとう,3.1,12,0,0,0
2023/6/29,豚すき丼,しょうゆ,7.2,6,0.6,0,410
2023/6/29,豚すき丼,酒,1,1,0,0,0
2023/6/29,牛乳,牛乳,206,126,6.8,7.8,84
2023/6/29,ナムル,もやし,40,6,0.7,0,1
2023/6/29,ナムル,人参,10,3,0.1,0,3
2023/6/29,ナムル,ほうれん草,15,3,0.4,0,17
2023/6/29,ナムル,しょうゆ,2.3,2,0.2,0,131
2023/6/29,ナムル,ごま油,0.5,4,0,0.5,0
2023/6/29,ナムル,白ごま,1,6,0.2,0.5,0
2023/6/30,黒パン,黒パン,50,236,7.1,3.8,358
2023/6/30,牛乳,牛乳,206,126,6.8,7.8,84
2023/6/30,じゃがいものクリーム煮,鶏肉,40,65,7.6,4,21
2023/6/30,じゃがいものクリーム煮,玉ねぎ,30,9,0.3,0,1
2023/6/30,じゃがいものクリーム煮,じゃがいも,70,37,1.1,0.1,1
2023/6/30,じゃがいものクリーム煮,人参,12,3,0.1,0,4
2023/6/30,じゃがいものクリーム煮,ホールコーン,10,8,0.2,0.1,21
2023/6/30,じゃがいものクリーム煮,ベーコン,2,8,0.3,0.8,16
2023/6/30,じゃがいものクリーム煮,油,1,9,0,1,0
2023/6/30,じゃがいものクリーム煮,グリンピース,2,2,0.1,0,0
2023/6/30,じゃがいものクリーム煮,油,2,18,0,2,0
2023/6/30,じゃがいものクリーム煮,バター,1.5,11,0,1.2,11
2023/6/30,じゃがいものクリーム煮,小麦粉,4,14,0.3,0.1,0
2023/6/30,じゃがいものクリーム煮,濃縮スープ（チキン）,3,0,0.1,0,3
2023/6/30,じゃがいものクリーム煮,塩,0.7,0,0,0,273
2023/6/30,じゃがいものクリーム煮,こしょう,0.04,0,0,0,0
2023/6/30,じゃがいものクリーム煮,脱脂粉乳,12,42,4.1,0.1,68
2023/6/30,じゃがいものクリーム煮,白ワイン,1,1,0,0,0
2023/6/30,じゃがいものクリーム煮,ローリエ,0.01,0,0,0,0
2023/6/30,じゃがいものクリーム煮,水,70～80,0,0,0,0
2023/6/30,コールスローサラダ,キャベツ,50,9,0.6,0.1,2
2023/6/30,コールスローサラダ,人参,5,1,0,0,2
2023/6/30,コールスローサラダ,塩,0.27,0,0,0,105
2023/6/30,コールスローサラダ,酢,1.4,1,0,0,0
2023/6/30,コールスローサラダ,こしょう,0.03,0,0,0,0
2023/6/30,コールスローサラダ,サラダ油,1.8,16,0,1.8,0
