B日付,献立名,材料名,分量（g）,エネルギー（kcal）,たんぱく質（g）,脂質（g）,ナトリウム（mg）
2023/10/24,炒めビーフン,こしょう,0.03,0,0,0,0
2023/10/24,炒めビーフン,しょうゆ,3.5,3,0.3,0,200
2023/10/24,わかめスープ,鶏肉,15,24,2.9,1.5,8
2023/10/24,わかめスープ,人参,5,1,0,0,2
2023/10/24,わかめスープ,玉ねぎ,15,5,0.1,0,0
2023/10/24,わかめスープ,わかめ,1,2,0.2,0,36
2023/10/24,わかめスープ,濃縮スープ（チキン）,5,1,0.2,0,4
2023/10/24,わかめスープ,塩,0.6,0,0,0,234
2023/10/24,わかめスープ,しょうゆ,2,2,0.2,0,114
2023/10/24,わかめスープ,水,120～130,0,0,0,0
2023/10/25,ルーローハン,米,70,239,4.3,0.6,1
2023/10/25,ルーローハン,麦,10,33,0.7,0.2,0
2023/10/25,ルーローハン,油,0.3,3,0,0.3,0
2023/10/25,ルーローハン,酒,1,1,0,0,0
2023/10/25,ルーローハン,水,,0,0,0,0
2023/10/25,ルーローハン,豚肉,65,118,13,7.6,32
2023/10/25,ルーローハン,うずら卵水煮,20,32,2.2,2.8,42
2023/10/25,ルーローハン,しょうが,1,0,0,0,0
2023/10/25,ルーローハン,油,0.5,4,0,0.5,0
2023/10/25,ルーローハン,ごま油,0.5,4,0,0.5,0
2023/10/25,ルーローハン,黒ざとう,5.5,19,0.1,0,1
2023/10/25,ルーローハン,しょうゆ,5.5,4,0.4,0,314
2023/10/25,ルーローハン,酢,2.5,1,0,0,0
2023/10/25,ルーローハン,オイスターソース,2.5,3,0.2,0,113
2023/10/25,ルーローハン,酒,2,2,0,0,0
2023/10/25,ルーローハン,小松菜,10,1,0.2,0,2
2023/10/25,牛乳,牛乳,206,126,6.8,7.8,84
2023/10/25,ごまドレッシングサラダ,キャベツ,48,9,0.5,0.1,2
2023/10/25,ごまドレッシングサラダ,人参,5,1,0,0,2
2023/10/25,ごまドレッシングサラダ,きゅうり,7,1,0.1,0,0
2023/10/25,ごまドレッシングサラダ,白ごま,1.6,10,0.3,1,0
2023/10/25,ごまドレッシングサラダ,酢,1.2,1,0,0,0
2023/10/25,ごまドレッシングサラダ,しょうゆ,2.4,2,0.2,0,137
2023/10/25,ごまドレッシングサラダ,さとう,1.2,5,0,0,0
2023/10/25,ごまドレッシングサラダ,サラダ油,1.2,11,0,1.2,0
2023/10/25,ごまドレッシングサラダ,ごま油,0.3,3,0,0.3,0
2023/10/26,ソフトフランス,ソフトフランス,50,214,6.9,3.9,350
2023/10/26,発酵乳,プルーン発酵乳,213,160,6.4,2.8,192
2023/10/26,さつまいものグラタン,鶏肉,30,49,5.7,3,16
2023/10/26,さつまいものグラタン,マカロニ,7,24,0.9,0.1,0
2023/10/26,さつまいものグラタン,人参,10,3,0.1,0,3
2023/10/26,さつまいものグラタン,玉ねぎ,25,8,0.2,0,0
2023/10/26,さつまいものグラタン,さつまいも,40,46,0.4,0.1,4
2023/10/26,さつまいものグラタン,ベーコン,2,8,0.3,0.8,16
2023/10/26,さつまいものグラタン,油,0.7,6,0,0.7,0
2023/10/26,さつまいものグラタン,油,2,18,0,2,0
2023/10/26,さつまいものグラタン,ほうれん草,10,2,0.3,0,11
2023/10/26,さつまいものグラタン,バター,2,14,0,1.6,15
2023/10/26,さつまいものグラタン,小麦粉,4,14,0.3,0.1,0
2023/10/26,さつまいものグラタン,調理用牛乳,30,18,1,1.1,12
2023/10/26,さつまいものグラタン,脱脂粉乳,5,18,1.7,0.1,29
2023/10/26,さつまいものグラタン,濃縮スープ（チキン）,2,0,0.1,0,2
2023/10/26,さつまいものグラタン,塩,0.75,0,0,0,293
2023/10/26,さつまいものグラタン,こしょう,0.04,0,0,0,0
2023/10/26,さつまいものグラタン,水,30～40,0,0,0,0
2023/10/26,さつまいものグラタン,とろけるチーズ,10,31,2.3,2.6,110
2023/10/26,さつまいものグラタン,パン粉,1,4,0.1,0.1,5
2023/10/26,もやしのサラダ,もやし,38,6,0.6,0,1
2023/10/26,もやしのサラダ,きゅうり,7,1,0.1,0,0
2023/10/26,もやしのサラダ,ホールコーン,10,8,0.2,0.1,21
2023/10/26,もやしのサラダ,しょうゆ,2.4,2,0.2,0,137
2023/10/26,もやしのサラダ,酢,1.6,1,0,0,0
2023/10/26,もやしのサラダ,さとう,0.2,1,0,0,0
2023/10/26,もやしのサラダ,白ごま,1,6,0.2,0.5,0
2023/10/27,ポークストロガノフ,米,70,239,4.3,0.6,1
2023/10/27,ポークストロガノフ,麦,10,33,0.7,0.2,0
2023/10/27,ポークストロガノフ,油,0.3,3,0,0.3,0
2023/10/27,ポークストロガノフ,酒,1,1,0,0,0
2023/10/27,ポークストロガノフ,水,,0,0,0,0
2023/10/27,ポークストロガノフ,豚肉,45,82,9,5.3,22
2023/10/27,ポークストロガノフ,玉ねぎ,45,14,0.4,0,1
2023/10/27,ポークストロガノフ,人参,10,3,0.1,0,3
2023/10/27,ポークストロガノフ,にんにく,0.25,0,0,0,0
2023/10/27,ポークストロガノフ,油,0.5,4,0,0.5,0
2023/10/27,ポークストロガノフ,マッシュルーム,2,0,0.1,0,7
2023/10/27,ポークストロガノフ,炒め玉ねぎ,15,27,0.5,1,1
2023/10/27,ポークストロガノフ,油,5,44,0,5,0
2023/10/27,ポークストロガノフ,小麦粉,5,17,0.4,0.1,0
2023/10/27,ポークストロガノフ,濃縮スープ（ポーク）,4,2,0.2,0.1,3
2023/10/27,ポークストロガノフ,トマトピューレ,10,4,0.2,0,2
2023/10/27,ポークストロガノフ,中濃ソース,2,3,0,0,46
2023/10/27,ポークストロガノフ,さとう,0.5,2,0,0,0
2023/10/27,ポークストロガノフ,塩,0.7,0,0,0,273
2023/10/27,ポークストロガノフ,こしょう,0.03,0,0,0,0
2023/10/27,ポークストロガノフ,ナツメグ,0.01,0,0,0,0
2023/10/27,ポークストロガノフ,赤ワイン,4,3,0,0,0
2023/10/27,ポークストロガノフ,しょうゆ,1.5,1,0.1,0,86
2023/10/27,ポークストロガノフ,ローリエ,0.01,0,0,0,0
2023/10/27,ポークストロガノフ,水,45～55,0,0,0,0
2023/10/27,ポークストロガノフ,生クリーム,3,9,0.1,0.9,1
2023/10/27,牛乳,牛乳,206,126,6.8,7.8,84
2023/10/27,切り干し大根のサラダ,切り干し大根,3.5,10,0.3,0,7
2023/10/27,切り干し大根のサラダ,人参,8,2,0.1,0,2
2023/10/27,切り干し大根のサラダ,もやし,20,3,0.3,0,0
2023/10/27,切り干し大根のサラダ,ほうれん草,10,2,0.3,0,11
2023/10/27,切り干し大根のサラダ,酢,1.8,1,0,0,0
2023/10/27,切り干し大根のサラダ,しょうゆ,2.7,2,0.2,0,154
2023/10/27,切り干し大根のサラダ,さとう,0.8,3,0,0,0
2023/10/27,切り干し大根のサラダ,サラダ油,1,9,0,1,0
2023/10/27,切り干し大根のサラダ,ごま油,1,9,0,1,0
2023/10/27,切り干し大根のサラダ,一味とうがらし,0.01,0,0,0,0
2023/10/30,ギニリンライス,米,70,239,4.3,0.6,1
2023/10/30,ギニリンライス,麦,10,33,0.7,0.2,0
2023/10/30,ギニリンライス,油,0.3,3,0,0.3,0
2023/10/30,ギニリンライス,酒,1,1,0,0,0
2023/10/30,ギニリンライス,水,,0,0,0,0
2023/10/30,ギニリンライス,豚ひき肉,45,82,9,5.3,22
2023/10/30,ギニリンライス,大豆ミート,6.5,26,2.3,1,0
2023/10/30,ギニリンライス,玉ねぎ,30,9,0.3,0,1
2023/10/30,ギニリンライス,人参,10,3,0.1,0,3
2023/10/30,ギニリンライス,じゃがいも,25,13,0.4,0,0
2023/10/30,ギニリンライス,ダイストマト,25,5,0.2,0.1,1
2023/10/30,ギニリンライス,ピーマン,5,1,0,0,0
2023/10/30,ギニリンライス,にんにく,0.4,0,0,0,0
2023/10/30,ギニリンライス,油,1.2,11,0,1.2,0
2023/10/30,ギニリンライス,さとう,1.2,5,0,0,0
2023/10/30,ギニリンライス,しょうゆ,4,3,0.3,0,228
2023/10/30,ギニリンライス,オイスターソース,0.6,1,0,0,27
2023/10/30,ギニリンライス,塩,0.3,0,0,0,117
2023/10/30,ギニリンライス,こしょう,0.03,0,0,0,0
2023/10/30,ギニリンライス,ローリエ,0.01,0,0,0,0
2023/10/30,ギニリンライス,水,,0,0,0,0
2023/10/30,牛乳,牛乳,206,126,6.8,7.8,84
2023/10/30,野菜サラダ,キャベツ,38,7,0.4,0.1,2
2023/10/30,野菜サラダ,人参,5,1,0,0,2
2023/10/30,野菜サラダ,ホールコーン,5,4,0.1,0,11
2023/10/30,野菜サラダ,小松菜,7,1,0.1,0,1
2023/10/30,野菜サラダ,塩,0.27,0,0,0,105
2023/10/30,野菜サラダ,酢,1.4,1,0,0,0
2023/10/30,野菜サラダ,こしょう,0.01,0,0,0,0
2023/10/30,野菜サラダ,サラダ油,2.8,25,0,2.8,0
2023/10/31,ごはん,米（委託炊飯）,80,274,4.9,0.7,1
2023/10/31,牛乳,牛乳,206,126,6.8,7.8,84
2023/10/31,豚肉と生揚げのみそ炒め,豚肉,30,55,6,3.5,15
2023/10/31,豚肉と生揚げのみそ炒め,玉ねぎ,30,9,0.3,0,1
2023/10/31,豚肉と生揚げのみそ炒め,人参,10,3,0.1,0,3
2023/10/31,豚肉と生揚げのみそ炒め,しょうが,0.5,0,0,0,0
2023/10/31,豚肉と生揚げのみそ炒め,にんにく,0.1,0,0,0,0
2023/10/31,豚肉と生揚げのみそ炒め,油,1,9,0,1,0
2023/10/31,豚肉と生揚げのみそ炒め,冷凍生揚げ,40,62,4.1,4.3,13
2023/10/31,豚肉と生揚げのみそ炒め,酒,1,1,0,0,0
2023/10/31,豚肉と生揚げのみそ炒め,さとう,2.5,10,0,0,0
2023/10/31,豚肉と生揚げのみそ炒め,赤みそ,3.5,6,0.5,0.2,179
2023/10/31,豚肉と生揚げのみそ炒め,しょうゆ,1.5,1,0.1,0,86
2023/10/31,豚肉と生揚げのみそ炒め,豆板醤,0.1,0,0,0,7
2023/10/31,豚肉と生揚げのみそ炒め,片栗粉,0.6,2,0,0,0
2023/10/31,豚肉と生揚げのみそ炒め,水,1,0,0,0,0
2023/10/31,ワンタンスープ,ウェーブワンタン,7,25,0.8,0.1,11
2023/10/31,ワンタンスープ,鶏肉,25,41,4.8,2.5,13
2023/10/31,ワンタンスープ,人参,10,3,0.1,0,3
2023/10/31,ワンタンスープ,玉ねぎ,20,6,0.2,0,0
2023/10/31,ワンタンスープ,キャベツ,25,4,0.3,0,1
2023/10/31,ワンタンスープ,ほうれん草,10,2,0.3,0,11
2023/10/31,ワンタンスープ,濃縮スープ（チキン）,5,1,0.2,0,4
2023/10/31,ワンタンスープ,塩,0.8,0,0,0,312
2023/10/31,ワンタンスープ,こしょう,0.03,0,0,0,0
2023/10/31,ワンタンスープ,しょうゆ,2,2,0.2,0,114
2023/10/31,ワンタンスープ,水,120～130,0,0,0,0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
