B日付,献立名,材料名,分量（g）,エネルギー（kcal）,たんぱく質（g）,脂質（g）,ナトリウム（mg）
2022/6/22,みそワンタン,ごま油,0.5,4,0,0.5,0
2022/6/23,ソフトフランス,ソフトフランス,50,217,7,3.8,351
2022/6/23,発酵乳,プルーン発酵乳,213,160,6.4,2.8,192
2022/6/23,マカロニグラタン,鶏肉,30,49,5.7,3,16
2022/6/23,マカロニグラタン,マカロニ,24,83,3.1,0.4,0
2022/6/23,マカロニグラタン,塩,0.4,0,0,0,0
2022/6/23,マカロニグラタン,人参,5,1,0,0,2
2022/6/23,マカロニグラタン,玉ねぎ,40,12,0.4,0,1
2022/6/23,マカロニグラタン,油,0.7,6,0,0.7,0
2022/6/23,マカロニグラタン,小松菜,10,1,0.2,0,2
2022/6/23,マカロニグラタン,油,2,18,0,2,0
2022/6/23,マカロニグラタン,バター,2,14,0,1.6,15
2022/6/23,マカロニグラタン,小麦粉,4,14,0.3,0.1,0
2022/6/23,マカロニグラタン,調理用牛乳,20,12,0.7,0.8,8
2022/6/23,マカロニグラタン,脱脂粉乳,10,35,3.4,0.1,57
2022/6/23,マカロニグラタン,濃縮スープ（チキン）,2,0,0.1,0,2
2022/6/23,マカロニグラタン,塩,0.75,0,0,0,293
2022/6/23,マカロニグラタン,こしょう,0.04,0,0,0,0
2022/6/23,マカロニグラタン,水,30,0,0,0,0
2022/6/23,マカロニグラタン,とろけるチーズ,10,31,2.3,2.6,110
2022/6/23,マカロニグラタン,パン粉,1,4,0.1,0.1,5
2022/6/23,フレンチサラダ,キャベツ,40,7,0.4,0.1,2
2022/6/23,フレンチサラダ,人参,5,1,0,0,2
2022/6/23,フレンチサラダ,ホールコーン,5,4,0.1,0,11
2022/6/23,フレンチサラダ,さとう,0.5,2,0,0,0
2022/6/23,フレンチサラダ,塩,0.27,0,0,0,105
2022/6/23,フレンチサラダ,酢,1.7,1,0,0,0
2022/6/23,フレンチサラダ,こしょう,0.03,0,0,0,0
2022/6/23,フレンチサラダ,からし粉,0.1,0,0,0,0
2022/6/23,フレンチサラダ,サラダ油,1.8,16,0,1.8,0
2022/6/24,麦ごはん,米,70,239,4.3,0.6,1
2022/6/24,麦ごはん,麦,10,33,0.7,0.2,0
2022/6/24,麦ごはん,油,0.3,3,0,0.3,0
2022/6/24,麦ごはん,酒,1,1,0,0,0
2022/6/24,麦ごはん,水,,0,0,0,0
2022/6/24,牛乳,牛乳,206,126,6.8,7.8,84
2022/6/24,生揚げの炒め煮,冷凍生揚げ,55,89,5.7,5.8,37
2022/6/24,生揚げの炒め煮,豚肉,30,55,6,3.5,15
2022/6/24,生揚げの炒め煮,人参,15,4,0.1,0,5
2022/6/24,生揚げの炒め煮,小松菜,15,2,0.2,0,2
2022/6/24,生揚げの炒め煮,干し椎茸,0.4,1,0.1,0,0
2022/6/24,生揚げの炒め煮,しょうが,0.6,0,0,0,0
2022/6/24,生揚げの炒め煮,にんにく,0.04,0,0,0,0
2022/6/24,生揚げの炒め煮,ごま油,0.6,5,0,0.6,0
2022/6/24,生揚げの炒め煮,赤みそ,3.5,6,0.5,0.2,179
2022/6/24,生揚げの炒め煮,しょうゆ,3.5,3,0.3,0,200
2022/6/24,生揚げの炒め煮,さとう,1,4,0,0,0
2022/6/24,生揚げの炒め煮,酒,1,1,0,0,0
2022/6/24,生揚げの炒め煮,一味とうがらし,0.01,0,0,0,0
2022/6/24,生揚げの炒め煮,水,12,0,0,0,0
2022/6/24,生揚げの炒め煮,ごま油,0.6,5,0,0.6,0
2022/6/24,おひたし,キャベツ,45,8,0.5,0.1,2
2022/6/24,おひたし,もやし,20,3,0.3,0,0
2022/6/24,おひたし,しょうゆ,2.8,2,0.2,0,160
2022/6/27,チーズパン,チーズパンB,50,250,9.2,6.6,422
2022/6/27,牛乳,牛乳,206,126,6.8,7.8,84
2022/6/27,揚げじゃがいものそぼろ煮,じゃがいも,140,74,2.3,0.1,1
2022/6/27,揚げじゃがいものそぼろ煮,油,35,37,0,4.2,0
2022/6/27,揚げじゃがいものそぼろ煮,豚ひき肉,30,55,6,3.5,15
2022/6/27,揚げじゃがいものそぼろ煮,さとう,4.5,18,0,0,0
2022/6/27,揚げじゃがいものそぼろ煮,しょうゆ,4.5,3,0.3,0,257
2022/6/27,揚げじゃがいものそぼろ煮,酒,0.5,1,0,0,0
2022/6/27,揚げじゃがいものそぼろ煮,片栗粉,1,3,0,0,0
2022/6/27,揚げじゃがいものそぼろ煮,水,,0,0,0,0
2022/6/27,塩ナムル,もやし,45,7,0.7,0,1
2022/6/27,塩ナムル,人参,5,1,0,0,2
2022/6/27,塩ナムル,ほうれん草,20,4,0.6,0.1,23
2022/6/27,塩ナムル,ごま油,0.4,4,0,0.4,0
2022/6/27,塩ナムル,酢,1,1,0,0,0
2022/6/27,塩ナムル,塩,0.4,0,0,0,156
2022/6/27,塩ナムル,白ごま,1,6,0.2,0.5,0
2022/6/28,シナガック,米,70,239,4.3,0.6,1
2022/6/28,シナガック,麦,10,33,0.7,0.2,0
2022/6/28,シナガック,にんにく,0.25,0,0,0,0
2022/6/28,シナガック,長ねぎ,10,2,0.1,0,0
2022/6/28,シナガック,油,0.7,6,0,0.7,0
2022/6/28,シナガック,塩,0.5,0,0,0,195
2022/6/28,シナガック,酒,1,1,0,0,0
2022/6/28,シナガック,水,,0,0,0,0
2022/6/28,牛乳,牛乳,206,126,6.8,7.8,84
2022/6/28,チキン・アドボ,鶏肉,75,122,14.3,7.6,39
2022/6/28,チキン・アドボ,玉ねぎ,30,9,0.3,0,1
2022/6/28,チキン・アドボ,にんにく,0.1,0,0,0,0
2022/6/28,チキン・アドボ,ベイリーフ,0.01,0,0,0,0
2022/6/28,チキン・アドボ,酢,4,2,0,0,0
2022/6/28,チキン・アドボ,しょうゆ,5,4,0.4,0,285
2022/6/28,チキン・アドボ,こしょう,0.02,0,0,0,0
2022/6/28,チキン・アドボ,塩,0.15,0,0,0,59
2022/6/28,チキン・アドボ,さとう,2,8,0,0,0
2022/6/28,チキン・アドボ,水,10～15,0,0,0,0
2022/6/28,ごまドレッシングサラダ,キャベツ,40,7,0.4,0.1,2
2022/6/28,ごまドレッシングサラダ,人参,5,1,0,0,2
2022/6/28,ごまドレッシングサラダ,ほうれん草,10,2,0.3,0,11
2022/6/28,ごまドレッシングサラダ,白ごま,1.6,10,0.3,1,0
2022/6/28,ごまドレッシングサラダ,酢,1.1,1,0,0,0
2022/6/28,ごまドレッシングサラダ,しょうゆ,2.2,2,0.2,0,125
2022/6/28,ごまドレッシングサラダ,さとう,1.1,4,0,0,0
2022/6/28,ごまドレッシングサラダ,サラダ油,1.1,10,0,1.1,0
2022/6/28,ごまドレッシングサラダ,ごま油,0.3,3,0,0.3,0
2022/6/29,ごはん,米（委託炊飯）,80,274,4.9,0.7,1
2022/6/29,牛乳,牛乳,206,126,6.8,7.8,84
2022/6/29,焼き肉,豚肉,60,109,12,7,29
2022/6/29,焼き肉,玉ねぎ,20,6,0.2,0,0
2022/6/29,焼き肉,人参,10,3,0.1,0,3
2022/6/29,焼き肉,油,0.5,4,0,0.5,0
2022/6/29,焼き肉,トック,12,28,0.5,0.1,14
2022/6/29,焼き肉,しょうゆ,6,5,0.5,0,342
2022/6/29,焼き肉,赤ワイン,1,1,0,0,0
2022/6/29,焼き肉,さとう,2,8,0,0,0
2022/6/29,焼き肉,にんにく,0.01,0,0,0,0
2022/6/29,焼き肉,しょうが,1,0,0,0,0
2022/6/29,焼き肉,玉ねぎ,1,0,0,0,0
2022/6/29,焼き肉,ごま油,0.5,4,0,0.5,0
2022/6/29,わかめスープ,鶏肉,15,24,2.9,1.5,8
2022/6/29,わかめスープ,人参,5,1,0,0,2
2022/6/29,わかめスープ,もやし,25,4,0.4,0,0
2022/6/29,わかめスープ,わかめ,1.2,2,0.2,0,44
2022/6/29,わかめスープ,小松菜,15,2,0.2,0,2
2022/6/29,わかめスープ,濃縮スープ（チキン）,5,1,0.2,0,4
2022/6/29,わかめスープ,塩,0.6,0,0,0,234
2022/6/29,わかめスープ,しょうゆ,2,2,0.2,0,114
2022/6/29,わかめスープ,白ごま,1,6,0.2,0.5,0
2022/6/29,わかめスープ,水,130,0,0,0,0
2022/6/30,ガパオライス,米,70,239,4.3,0.6,1
2022/6/30,ガパオライス,麦,10,33,0.7,0.2,0
2022/6/30,ガパオライス,油,0.3,3,0,0.3,0
2022/6/30,ガパオライス,酒,1,1,0,0,0
2022/6/30,ガパオライス,水,,0,0,0,0
2022/6/30,ガパオライス,豚ひき肉,45,82,9,5.3,22
2022/6/30,ガパオライス,大豆ミート,5,18,2.3,0.2,0
2022/6/30,ガパオライス,玉ねぎ,30,9,0.3,0,1
2022/6/30,ガパオライス,ピーマン,5,1,0,0,0
2022/6/30,ガパオライス,にんにく,0.5,1,0,0,0
2022/6/30,ガパオライス,油,1,9,0,1,0
2022/6/30,ガパオライス,しょうゆ,3,2,0.2,0,171
2022/6/30,ガパオライス,オイスターソース,1.5,2,0.1,0,68
2022/6/30,ガパオライス,酒,0.5,1,0,0,0
2022/6/30,ガパオライス,みりん,0.5,1,0,0,0
2022/6/30,ガパオライス,さとう,0.3,1,0,0,0
2022/6/30,ガパオライス,豆板醤,0.2,0,0,0,14
2022/6/30,ガパオライス,塩,0.3,0,0,0,117
2022/6/30,ガパオライス,こしょう,0.01,0,0,0,0
2022/6/30,ガパオライス,乾燥バジル,0.06,0,0,0,0
2022/6/30,牛乳,牛乳,206,126,6.8,7.8,84
2022/6/30,春雨サラダ,緑豆春雨,5,17,0,0,1
2022/6/30,春雨サラダ,人参,5,1,0,0,2
2022/6/30,春雨サラダ,キャベツ,30,5,0.3,0.1,1
2022/6/30,春雨サラダ,小松菜,10,1,0.2,0,2
2022/6/30,春雨サラダ,さとう,0.5,2,0,0,0
2022/6/30,春雨サラダ,しょうゆ,2.5,2,0.2,0,143
2022/6/30,春雨サラダ,酢,3,2,0,0,0
2022/6/30,春雨サラダ,ごま油,0.5,4,0,0.5,0
2022/6/30,春雨サラダ,からし粉,0.1,0,0,0,0
2022/6/30,春雨サラダ,サラダ油,2,18,0,2,0
2022/6/30,ヨーグルト,ヨーグルト（鉄）,80,68,2.3,1.1,31
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
