B日付,献立名,材料名,分量（g）,エネルギー（kcal）,たんぱく質（g）,脂質（g）,ナトリウム（mg）
2022/6/21,とり肉のてり煮,酒,1.2,1,0,0,0
2022/6/21,とり肉のてり煮,みりん,3.6,9,0,0,0
2022/6/21,とり肉のてり煮,しょうゆ,4.8,4,0.4,0,274
2022/6/21,とり肉のてり煮,三温糖,3.6,14,0,0,0
2022/6/21,とり肉のてり煮,水,,0,0,0,0
2022/6/21,とり肉のてり煮,一味とうがらし,0.01,0,0,0,0
2022/6/21,しょうがあえ,キャベツ,25,4,0.3,0,1
2022/6/21,しょうがあえ,もやし,30,4,0.5,0,1
2022/6/21,しょうがあえ,しょうが,0.8,0,0,0,0
2022/6/21,しょうがあえ,小松菜,10,1,0.2,0,2
2022/6/21,しょうがあえ,しょうゆ,2.6,2,0.2,0,148
2022/6/22,ごはん,米（委託炊飯）,80,274,4.9,0.7,1
2022/6/22,牛乳,牛乳,206,126,6.8,7.8,84
2022/6/22,いわしのかば焼き,いわし,34,53,6.5,3.1,28
2022/6/22,いわしのかば焼き,小麦粉,5.1,18,0.4,0.1,0
2022/6/22,いわしのかば焼き,油,35,21,0,2.4,0
2022/6/22,いわしのかば焼き,さとう,4.6,18,0,0,0
2022/6/22,いわしのかば焼き,しょうゆ,3.4,3,0.3,0,194
2022/6/22,いわしのかば焼き,水,,0,0,0,0
2022/6/22,みそワンタン,ウェーブワンタン,7,25,0.8,0.1,11
2022/6/22,みそワンタン,豚肉,15,27,3,1.8,7
2022/6/22,みそワンタン,人参,10,3,0.1,0,3
2022/6/22,みそワンタン,キャベツ,20,4,0.2,0,1
2022/6/22,みそワンタン,もやし,30,4,0.5,0,1
2022/6/22,みそワンタン,ほうれん草,10,2,0.3,0,11
2022/6/22,みそワンタン,にんにく,0.2,0,0,0,0
2022/6/22,みそワンタン,しょうが,0.2,0,0,0,0
2022/6/22,みそワンタン,油,0.5,4,0,0.5,0
2022/6/22,みそワンタン,長ねぎ,5,1,0,0,0
2022/6/22,みそワンタン,濃縮スープ（ポーク）,5,3,0.2,0.2,4
2022/6/22,みそワンタン,しょうゆ,1.5,1,0.1,0,86
2022/6/22,みそワンタン,酒,1,1,0,0,0
2022/6/22,みそワンタン,赤みそ,7,12,0.9,0.4,357
2022/6/22,みそワンタン,水,100～120,0,0,0,0
