C日付,献立名,材料名,分量（g）,エネルギー（kcal）,たんぱく質（g）,脂質（g）,ナトリウム（mg）
2022/11/25,塩だれキャベツ,キャベツ,50,9,0.6,0.1,2
2022/11/25,塩だれキャベツ,人参,5,1,0,0,2
2022/11/25,塩だれキャベツ,小松菜,15,2,0.2,0,2
2022/11/25,塩だれキャベツ,にんにく,0.6,1,0,0,0
2022/11/25,塩だれキャベツ,ごま油,1,9,0,1,0
2022/11/25,塩だれキャベツ,塩,0.3,0,0,0,117
2022/11/25,塩だれキャベツ,こしょう,0.01,0,0,0,0
2022/11/25,塩だれキャベツ,白ごま,1,6,0.2,0.5,0
2022/11/28,ごはん,米（委託炊飯）,80,274,4.9,0.7,1
2022/11/28,牛乳,牛乳,206,126,6.8,7.8,84
2022/11/28,いわしのたつた揚げ,いわし,34,53,6.5,3.1,28
2022/11/28,いわしのたつた揚げ,しょうゆ,1.6,1,0.1,0,91
2022/11/28,いわしのたつた揚げ,しょうが,0.5,0,0,0,0
2022/11/28,いわしのたつた揚げ,酒,0.8,1,0,0,0
2022/11/28,いわしのたつた揚げ,片栗粉,8.5,29,0,0,0
2022/11/28,いわしのたつた揚げ,油,35,20,0,2.3,0
2022/11/28,せんべい汁,せんべい,12,43,1.3,0.2,116
2022/11/28,せんべい汁,鶏肉,15,24,2.9,1.5,8
2022/11/28,せんべい汁,冷凍油揚げ,4,17,0.9,1.4,0
2022/11/28,せんべい汁,人参,10,3,0.1,0,3
2022/11/28,せんべい汁,大根,25,3,0.1,0,4
2022/11/28,せんべい汁,えのき,15,5,0.4,0,0
2022/11/28,せんべい汁,長ねぎ,15,3,0.1,0,0
2022/11/28,せんべい汁,小松菜,20,3,0.3,0,3
2022/11/28,せんべい汁,かつお節,1.5,0,0,0,0
2022/11/28,せんべい汁,塩,0.5,0,0,0,195
2022/11/28,せんべい汁,しょうゆ,2.5,2,0.2,0,143
2022/11/28,せんべい汁,みりん,1,2,0,0,0
2022/11/28,せんべい汁,水,120～130,0,0,0,0
2022/11/29,麦ごはん,米,70,239,4.3,0.6,1
2022/11/29,麦ごはん,麦,10,33,0.7,0.2,0
2022/11/29,麦ごはん,油,0.3,3,0,0.3,0
2022/11/29,麦ごはん,酒,1,1,0,0,0
2022/11/29,麦ごはん,水,,0,0,0,0
2022/11/29,牛乳,牛乳,206,126,6.8,7.8,84
2022/11/29,塩肉じゃが,豚肉,40,73,8,4.7,20
2022/11/29,塩肉じゃが,人参,15,4,0.1,0,5
2022/11/29,塩肉じゃが,玉ねぎ,40,12,0.4,0,1
2022/11/29,塩肉じゃが,じゃがいも,90,48,1.5,0.1,1
2022/11/29,塩肉じゃが,油,1.2,11,0,1.2,0
2022/11/29,塩肉じゃが,グリンピース,3,2,0.2,0,0
2022/11/29,塩肉じゃが,濃縮スープ（ポーク）,2,1,0.1,0.1,2
2022/11/29,塩肉じゃが,みりん,1,2,0,0,0
2022/11/29,塩肉じゃが,塩,0.9,0,0,0,351
2022/11/29,塩肉じゃが,こしょう,0.01,0,0,0,0
2022/11/29,ごま入りおひたし,キャベツ,45,8,0.5,0.1,2
2022/11/29,ごま入りおひたし,人参,5,1,0,0,2
2022/11/29,ごま入りおひたし,小松菜,20,3,0.3,0,3
2022/11/29,ごま入りおひたし,しょうゆ,3,2,0.2,0,171
2022/11/29,ごま入りおひたし,白ごま,1.5,9,0.3,0.8,0
2022/11/30,きのこごはん,米,62,212,3.8,0.6,1
2022/11/30,きのこごはん,麦,8,27,0.6,0.2,0
2022/11/30,きのこごはん,酒,0.8,1,0,0,0
2022/11/30,きのこごはん,水,,0,0,0,0
2022/11/30,きのこごはん,えのき,10,3,0.3,0,0
2022/11/30,きのこごはん,まいたけ,10,2,0.2,0.1,0
2022/11/30,きのこごはん,干し椎茸,0.6,2,0.1,0,0
2022/11/30,きのこごはん,人参,8,2,0.1,0,2
2022/11/30,きのこごはん,冷凍油揚げ,7,29,1.6,2.4,0
2022/11/30,きのこごはん,さとう,1,4,0,0,0
2022/11/30,きのこごはん,しょうゆ,3,2,0.2,0,171
2022/11/30,きのこごはん,塩,0.4,0,0,0,156
2022/11/30,きのこごはん,かつお節,0.5,0,0,0,0
2022/11/30,きのこごはん,水,,0,0,0,0
2022/11/30,牛乳,牛乳,206,126,6.8,7.8,84
2022/11/30,とり肉と凍り豆腐の揚げ煮,鶏肉,40,65,7.6,4,21
2022/11/30,とり肉と凍り豆腐の揚げ煮,しょうゆ,0.7,1,0.1,0,40
2022/11/30,とり肉と凍り豆腐の揚げ煮,しょうが,0.5,0,0,0,0
2022/11/30,とり肉と凍り豆腐の揚げ煮,酒,0.5,1,0,0,0
2022/11/30,とり肉と凍り豆腐の揚げ煮,片栗粉,7,24,0,0,0
2022/11/30,とり肉と凍り豆腐の揚げ煮,凍り豆腐,5,25,2.5,1.7,22
2022/11/30,とり肉と凍り豆腐の揚げ煮,片栗粉,6,20,0,0,0
2022/11/30,とり肉と凍り豆腐の揚げ煮,油,35,32,0,3.6,0
2022/11/30,とり肉と凍り豆腐の揚げ煮,長ねぎ,5,1,0,0,0
2022/11/30,とり肉と凍り豆腐の揚げ煮,油,0.1,1,0,0.1,0
2022/11/30,とり肉と凍り豆腐の揚げ煮,しょうゆ,3.5,3,0.3,0,200
2022/11/30,とり肉と凍り豆腐の揚げ煮,さとう,2.3,9,0,0,0
2022/11/30,とり肉と凍り豆腐の揚げ煮,みりん,1,2,0,0,0
2022/11/30,とり肉と凍り豆腐の揚げ煮,一味とうがらし,0.01,0,0,0,0
2022/11/30,とり肉と凍り豆腐の揚げ煮,水,3.5,0,0,0,0
2022/11/30,とり肉と凍り豆腐の揚げ煮,白ごま,1,6,0.2,0.5,0
2022/11/30,からしあえ,キャベツ,30,5,0.3,0.1,1
2022/11/30,からしあえ,もやし,20,3,0.3,0,0
2022/11/30,からしあえ,小松菜,15,2,0.2,0,2
2022/11/30,からしあえ,しょうゆ,2.6,2,0.2,0,148
2022/11/30,からしあえ,からし粉,0.1,0,0,0,0
2022/11/30,味のり,味のり,1.4,3,0.5,0.3,36
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
