D日付,献立名,材料名,分量（g）,エネルギー（kcal）,たんぱく質（g）,脂質（g）,ナトリウム（mg）
2022/9/15,コーンチャウダー,濃縮スープ（ポーク）,5,3,0.2,0.2,4
2022/9/15,コーンチャウダー,塩,0.75,0,0,0,293
2022/9/15,コーンチャウダー,こしょう,0.04,0,0,0,0
2022/9/15,コーンチャウダー,脱脂粉乳,12,42,4.1,0.1,68
2022/9/15,コーンチャウダー,ベイリーフ,0.01,0,0,0,0
2022/9/15,コーンチャウダー,水,80～100,0,0,0,0
2022/9/15,フレンチサラダ,キャベツ,50,9,0.6,0.1,2
2022/9/15,フレンチサラダ,人参,5,1,0,0,2
2022/9/15,フレンチサラダ,さとう,0.5,2,0,0,0
2022/9/15,フレンチサラダ,塩,0.27,0,0,0,105
2022/9/15,フレンチサラダ,酢,1.7,1,0,0,0
2022/9/15,フレンチサラダ,こしょう,0.03,0,0,0,0
2022/9/15,フレンチサラダ,からし粉,0.1,0,0,0,0
2022/9/15,フレンチサラダ,サラダ油,1.8,16,0,1.8,0
2022/9/16,チーズパン,チーズパンB,50,250,9.2,6.6,422
2022/9/16,牛乳,牛乳,206,126,6.8,7.8,84
2022/9/16,炒めビーフン,ビーフン,25,90,1.8,0.4,1
2022/9/16,炒めビーフン,豚肉,30,55,6,3.5,15
2022/9/16,炒めビーフン,人参,10,3,0.1,0,3
2022/9/16,炒めビーフン,たけのこ,5,2,0.2,0,0
2022/9/16,炒めビーフン,干し椎茸,0.8,2,0.2,0,0
2022/9/16,炒めビーフン,玉ねぎ,20,6,0.2,0,0
2022/9/16,炒めビーフン,もやし,25,4,0.4,0,0
2022/9/16,炒めビーフン,キャベツ,35,6,0.4,0.1,1
2022/9/16,炒めビーフン,油,1,9,0,1,0
2022/9/16,炒めビーフン,塩,0.8,0,0,0,312
2022/9/16,炒めビーフン,こしょう,0.03,0,0,0,0
2022/9/16,炒めビーフン,しょうゆ,3.8,3,0.3,0,217
2022/9/16,わかめスープ,鶏肉,15,24,2.9,1.5,8
2022/9/16,わかめスープ,人参,10,3,0.1,0,3
2022/9/16,わかめスープ,玉ねぎ,20,6,0.2,0,0
2022/9/16,わかめスープ,わかめ,1.2,2,0.2,0,44
2022/9/16,わかめスープ,濃縮スープ（チキン）,5,1,0.2,0,4
2022/9/16,わかめスープ,塩,0.6,0,0,0,234
2022/9/16,わかめスープ,しょうゆ,2,2,0.2,0,114
2022/9/16,わかめスープ,水,120～130,0,0,0,0
2022/9/20,ガパオライス,米,70,239,4.3,0.6,1
2022/9/20,ガパオライス,麦,10,33,0.7,0.2,0
2022/9/20,ガパオライス,油,0.3,3,0,0.3,0
2022/9/20,ガパオライス,酒,1,1,0,0,0
2022/9/20,ガパオライス,水,,0,0,0,0
2022/9/20,ガパオライス,豚ひき肉,45,82,9,5.3,22
2022/9/20,ガパオライス,大豆ミート,6.5,23,3,0.2,0
2022/9/20,ガパオライス,玉ねぎ,30,9,0.3,0,1
2022/9/20,ガパオライス,ピーマン,5,1,0,0,0
2022/9/20,ガパオライス,にんにく,0.5,1,0,0,0
2022/9/20,ガパオライス,油,1,9,0,1,0
2022/9/20,ガパオライス,しょうゆ,3,2,0.2,0,171
2022/9/20,ガパオライス,オイスターソース,1.5,2,0.1,0,68
2022/9/20,ガパオライス,酒,0.5,1,0,0,0
2022/9/20,ガパオライス,みりん,0.5,1,0,0,0
2022/9/20,ガパオライス,さとう,0.3,1,0,0,0
2022/9/20,ガパオライス,豆板醤,0.2,0,0,0,14
2022/9/20,ガパオライス,塩,0.3,0,0,0,117
2022/9/20,ガパオライス,こしょう,0.01,0,0,0,0
2022/9/20,ガパオライス,乾燥バジル,0.06,0,0,0,0
2022/9/20,牛乳,牛乳,206,126,6.8,7.8,84
2022/9/20,春雨サラダ,緑豆春雨,5,17,0,0,1
2022/9/20,春雨サラダ,人参,5,1,0,0,2
2022/9/20,春雨サラダ,キャベツ,30,5,0.3,0.1,1
2022/9/20,春雨サラダ,ほうれん草,10,2,0.3,0,11
2022/9/20,春雨サラダ,さとう,0.5,2,0,0,0
2022/9/20,春雨サラダ,しょうゆ,2.5,2,0.2,0,143
2022/9/20,春雨サラダ,酢,3,2,0,0,0
2022/9/20,春雨サラダ,ごま油,0.5,4,0,0.5,0
2022/9/20,春雨サラダ,からし粉,0.1,0,0,0,0
2022/9/20,春雨サラダ,サラダ油,2,18,0,2,0
2022/9/21,煮こみうどん,干しうどん,40,133,3.4,0.4,202
2022/9/21,煮こみうどん,豚肉,15,27,3,1.8,7
2022/9/21,煮こみうどん,冷凍油揚げ,5,21,1.2,1.7,0
2022/9/21,煮こみうどん,人参,10,3,0.1,0,3
2022/9/21,煮こみうどん,玉ねぎ,30,9,0.3,0,1
2022/9/21,煮こみうどん,白菜,20,2,0.2,0,1
2022/9/21,煮こみうどん,小松菜,10,1,0.2,0,2
2022/9/21,煮こみうどん,かつお節,1.8,0,0,0,0
2022/9/21,煮こみうどん,さとう,0.3,1,0,0,0
2022/9/21,煮こみうどん,塩,0.5,0,0,0,195
2022/9/21,煮こみうどん,しょうゆ,6,5,0.5,0,342
2022/9/21,煮こみうどん,水,100～120,0,0,0,0
2022/9/21,牛乳,牛乳,206,126,6.8,7.8,84
2022/9/21,しいらとじゃがいものから揚げ,しいら,45,45,9.6,0.9,23
2022/9/21,しいらとじゃがいものから揚げ,しょうゆ,2.4,2,0.2,0,137
2022/9/21,しいらとじゃがいものから揚げ,しょうが,0.7,0,0,0,0
2022/9/21,しいらとじゃがいものから揚げ,酒,0.6,1,0,0,0
2022/9/21,しいらとじゃがいものから揚げ,片栗粉,11,37,0,0,0
2022/9/21,しいらとじゃがいものから揚げ,じゃがいも,80,42,1.3,0.1,1
