D日付,献立名,材料名,分量（g）,エネルギー（kcal）,たんぱく質（g）,脂質（g）,ナトリウム（mg）
2022/10/26,かた焼きそば,玉ねぎ,35,11,0.3,0,1
2022/10/26,かた焼きそば,もやし,25,4,0.4,0,0
2022/10/26,かた焼きそば,キャベツ,50,9,0.6,0.1,2
2022/10/26,かた焼きそば,小松菜,10,1,0.2,0,2
2022/10/26,かた焼きそば,干し椎茸,0.8,2,0.2,0,0
2022/10/26,かた焼きそば,油,1,9,0,1,0
2022/10/26,かた焼きそば,グリンピース,3,2,0.2,0,0
2022/10/26,かた焼きそば,濃縮スープ（ポーク）,3,2,0.1,0.1,2
2022/10/26,かた焼きそば,さとう,0.5,2,0,0,0
2022/10/26,かた焼きそば,塩,0.6,0,0,0,234
2022/10/26,かた焼きそば,こしょう,0.04,0,0,0,0
2022/10/26,かた焼きそば,しょうゆ,4,3,0.3,0,228
2022/10/26,かた焼きそば,酢,1.8,1,0,0,0
2022/10/26,かた焼きそば,片栗粉,5,17,0,0,0
2022/10/26,かた焼きそば,水,50～60,0,0,0,0
2022/10/26,牛乳,牛乳,206,126,6.8,7.8,84
2022/10/26,フルーツ白玉,白玉もち,24,46,0.9,0.1,1
2022/10/26,フルーツ白玉,みかん缶,40,25,0.2,0,2
2022/10/26,フルーツ白玉,パイン缶,30,23,0.1,0,0
2022/10/26,フルーツ白玉,かんづめの汁,30,19,0.1,0,1
2022/10/27,ひよこ豆のカレー,米,70,239,4.3,0.6,1
2022/10/27,ひよこ豆のカレー,麦,10,33,0.7,0.2,0
2022/10/27,ひよこ豆のカレー,油,0.3,3,0,0.3,0
2022/10/27,ひよこ豆のカレー,ターメリック,0.05,0,0,0,0
2022/10/27,ひよこ豆のカレー,酒,1,1,0,0,0
2022/10/27,ひよこ豆のカレー,水,,0,0,0,0
2022/10/27,ひよこ豆のカレー,豚ひき肉,35,64,7,4.1,17
2022/10/27,ひよこ豆のカレー,ひよこ豆（ボイル）,25,37,2.4,0.6,1
2022/10/27,ひよこ豆のカレー,人参,20,5,0.1,0,6
2022/10/27,ひよこ豆のカレー,玉ねぎ,50,16,0.5,0,1
2022/10/27,ひよこ豆のカレー,にんにく,0.1,0,0,0,0
2022/10/27,ひよこ豆のカレー,しょうが,0.2,0,0,0,0
2022/10/27,ひよこ豆のカレー,油,1,9,0,1,0
2022/10/27,ひよこ豆のカレー,油,6,53,0,6,0
2022/10/27,ひよこ豆のカレー,小麦粉,6,21,0.5,0.1,0
2022/10/27,ひよこ豆のカレー,カレー粉,1,3,0.1,0.1,0
2022/10/27,ひよこ豆のカレー,濃縮スープ（ポーク）,2,1,0.1,0.1,2
2022/10/27,ひよこ豆のカレー,塩,0.8,0,0,0,312
2022/10/27,ひよこ豆のカレー,トマトケチャップ,2,2,0,0,24
2022/10/27,ひよこ豆のカレー,しょうゆ,2,2,0.2,0,114
2022/10/27,ひよこ豆のカレー,ベイリーフ,0.01,0,0,0,0
2022/10/27,ひよこ豆のカレー,水,60～70,0,0,0,0
2022/10/27,牛乳,牛乳,206,126,6.8,7.8,84
2022/10/27,わかめサラダ,わかめ,1,2,0.2,0,36
2022/10/27,わかめサラダ,キャベツ,45,8,0.5,0.1,2
2022/10/27,わかめサラダ,きゅうり,5,1,0,0,0
2022/10/27,わかめサラダ,しょうゆ,3,2,0.2,0,171
2022/10/27,わかめサラダ,サラダ油,2,18,0,2,0
2022/10/28,こぎつねずし,米,65,222,4,0.6,1
2022/10/28,こぎつねずし,麦,5,17,0.4,0.1,0
2022/10/28,こぎつねずし,酒,0.8,1,0,0,0
2022/10/28,こぎつねずし,水,,0,0,0,0
2022/10/28,こぎつねずし,さとう,1.8,7,0,0,0
2022/10/28,こぎつねずし,塩,0.7,0,0,0,273
2022/10/28,こぎつねずし,酢,6,4,0,0,1
2022/10/28,こぎつねずし,人参,7,2,0.1,0,2
2022/10/28,こぎつねずし,冷凍油揚げ,15,62,3.5,5.2,1
2022/10/28,こぎつねずし,さとう,3,12,0,0,0
2022/10/28,こぎつねずし,しょうゆ,3.5,3,0.3,0,200
2022/10/28,こぎつねずし,かつお節,1,0,0,0,0
2022/10/28,こぎつねずし,水,20,0,0,0,0
2022/10/28,こぎつねずし,白ごま,1.7,10,0.3,0.9,0
2022/10/28,牛乳,牛乳,206,126,6.8,7.8,84
2022/10/28,あじのたつた揚げ,あじ,35,39,6.9,1.6,46
2022/10/28,あじのたつた揚げ,しょうゆ,1.7,1,0.1,0,97
2022/10/28,あじのたつた揚げ,しょうが,0.5,0,0,0,0
2022/10/28,あじのたつた揚げ,酒,0.8,1,0,0,0
2022/10/28,あじのたつた揚げ,片栗粉,9,30,0,0,0
2022/10/28,あじのたつた揚げ,油,35,21,0,2.4,0
2022/10/28,おひたし,キャベツ,50,9,0.6,0.1,2
2022/10/28,おひたし,小松菜,15,2,0.2,0,2
2022/10/28,おひたし,しょうゆ,2.8,2,0.2,0,160
2022/10/31,黒パン,黒パン,50,239,7.2,3.8,359
2022/10/31,牛乳,牛乳,206,126,6.8,7.8,84
2022/10/31,野菜のスープ煮,豚肉,45,82,9,5.3,22
2022/10/31,野菜のスープ煮,ベーコン,3,12,0.4,1.2,24
2022/10/31,野菜のスープ煮,人参,20,5,0.1,0,6
2022/10/31,野菜のスープ煮,じゃがいも,80,42,1.3,0.1,1
2022/10/31,野菜のスープ煮,玉ねぎ,40,12,0.4,0,1
2022/10/31,野菜のスープ煮,濃縮スープ（ポーク）,4.8,3,0.2,0.2,4
2022/10/31,野菜のスープ煮,塩,0.57,0,0,0,222
2022/10/31,野菜のスープ煮,こしょう,0.01,0,0,0,0
2022/10/31,野菜のスープ煮,しょうゆ,0.67,1,0.1,0,38
2022/10/31,野菜のスープ煮,ベイリーフ,0.01,0,0,0,0
2022/10/31,野菜のスープ煮,水,60,0,0,0,0
2022/10/31,ごまマヨネーズサラダ,キャベツ,45,8,0.5,0.1,2
2022/10/31,ごまマヨネーズサラダ,きゅうり,10,1,0.1,0,0
2022/10/31,ごまマヨネーズサラダ,白ごま,1.6,10,0.3,1,0
2022/10/31,ごまマヨネーズサラダ,しょうゆ,2.1,2,0.2,0,120
2022/10/31,ごまマヨネーズサラダ,卵ぬきマヨネーズ,1.3,8,0,0.8,10
2022/10/31,ごまマヨネーズサラダ,からし粉,0.1,0,0,0,0
2022/10/31,ごまマヨネーズサラダ,さとう,0.9,4,0,0,0
2022/10/31,ごまマヨネーズサラダ,酢,0.9,1,0,0,0
2022/10/31,くだもの,みかん,100,39,0.6,0.1,1
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
