D日付,献立名,材料名,分量（g）,エネルギー（kcal）,たんぱく質（g）,脂質（g）,ナトリウム（mg）
2022/10/5,とり肉ときのこのクリームスパゲッティ,えのき,10,3,0.3,0,0
2022/10/5,とり肉ときのこのクリームスパゲッティ,しめじ,10,2,0.3,0,0
2022/10/5,とり肉ときのこのクリームスパゲッティ,マッシュルーム,5,1,0.2,0,18
2022/10/5,とり肉ときのこのクリームスパゲッティ,油,0.5,4,0,0.5,0
2022/10/5,とり肉ときのこのクリームスパゲッティ,ほうれん草,10,2,0.3,0,11
2022/10/5,とり肉ときのこのクリームスパゲッティ,油,2,18,0,2,0
2022/10/5,とり肉ときのこのクリームスパゲッティ,バター,2,14,0,1.6,15
2022/10/5,とり肉ときのこのクリームスパゲッティ,小麦粉,4,14,0.3,0.1,0
2022/10/5,とり肉ときのこのクリームスパゲッティ,調理用牛乳,20,12,0.7,0.8,8
2022/10/5,とり肉ときのこのクリームスパゲッティ,脱脂粉乳,10,35,3.4,0.1,57
2022/10/5,とり肉ときのこのクリームスパゲッティ,濃縮スープ（チキン）,4,1,0.2,0,4
2022/10/5,とり肉ときのこのクリームスパゲッティ,塩,1,0,0,0,390
2022/10/5,とり肉ときのこのクリームスパゲッティ,こしょう,0.03,0,0,0,0
2022/10/5,とり肉ときのこのクリームスパゲッティ,水,40,0,0,0,0
2022/10/5,牛乳,牛乳,206,126,6.8,7.8,84
2022/10/5,フレンチサラダ,キャベツ,40,7,0.4,0.1,2
2022/10/5,フレンチサラダ,人参,7,2,0.1,0,2
2022/10/5,フレンチサラダ,きゅうり,8,1,0.1,0,0
2022/10/5,フレンチサラダ,さとう,0.5,2,0,0,0
2022/10/5,フレンチサラダ,塩,0.27,0,0,0,105
2022/10/5,フレンチサラダ,酢,1.7,1,0,0,0
2022/10/5,フレンチサラダ,こしょう,0.03,0,0,0,0
2022/10/5,フレンチサラダ,からし粉,0.1,0,0,0,0
2022/10/5,フレンチサラダ,サラダ油,1.8,16,0,1.8,0
2022/10/5,タルト,りんごのタルト,35,105,1.1,4.2,19
2022/10/6,そぼろごはん,米,70,239,4.3,0.6,1
2022/10/6,そぼろごはん,麦,10,33,0.7,0.2,0
2022/10/6,そぼろごはん,油,0.3,3,0,0.3,0
2022/10/6,そぼろごはん,酒,1,1,0,0,0
2022/10/6,そぼろごはん,水,,0,0,0,0
2022/10/6,そぼろごはん,豚ひき肉,45,82,9,5.3,22
2022/10/6,そぼろごはん,大豆ミート,4.5,16,2.1,0.1,0
2022/10/6,そぼろごはん,人参,10,3,0.1,0,3
2022/10/6,そぼろごはん,玉ねぎ,20,6,0.2,0,0
2022/10/6,そぼろごはん,切り干し大根,7,20,0.7,0.1,15
2022/10/6,そぼろごはん,しょうが,1,0,0,0,0
2022/10/6,そぼろごはん,油,1,9,0,1,0
2022/10/6,そぼろごはん,しょうゆ,5,4,0.4,0,285
2022/10/6,そぼろごはん,さとう,2,8,0,0,0
2022/10/6,そぼろごはん,みりん,2,5,0,0,0
2022/10/6,そぼろごはん,酒,1,1,0,0,0
2022/10/6,牛乳,牛乳,206,126,6.8,7.8,84
2022/10/6,塩だれキャベツ,キャベツ,50,9,0.6,0.1,2
2022/10/6,塩だれキャベツ,小松菜,15,2,0.2,0,2
2022/10/6,塩だれキャベツ,にんにく,0.6,1,0,0,0
2022/10/6,塩だれキャベツ,ごま油,1,9,0,1,0
2022/10/6,塩だれキャベツ,塩,0.28,0,0,0,109
2022/10/6,塩だれキャベツ,こしょう,0.01,0,0,0,0
2022/10/6,塩だれキャベツ,白ごま,1,6,0.2,0.5,0
2022/10/7,チャーハン,米,62,212,3.8,0.6,1
2022/10/7,チャーハン,麦,8,27,0.6,0.2,0
2022/10/7,チャーハン,酒,0.8,1,0,0,0
2022/10/7,チャーハン,水,,0,0,0,0
2022/10/7,チャーハン,長ねぎ,15,3,0.1,0,0
2022/10/7,チャーハン,ハム,15,17,2.3,0.7,140
2022/10/7,チャーハン,にんにく,0.02,0,0,0,0
2022/10/7,チャーハン,油,1,9,0,1,0
2022/10/7,チャーハン,濃縮スープ（ポーク）,6,3,0.2,0.2,5
2022/10/7,チャーハン,塩,0.6,0,0,0,234
2022/10/7,チャーハン,こしょう,0.03,0,0,0,0
2022/10/7,チャーハン,しょうゆ,0.6,0,0,0,34
2022/10/7,チャーハン,オイスターソース,1,1,0.1,0,45
2022/10/7,チャーハン,卵,15,18,1.6,1.3,18
2022/10/7,チャーハン,塩,0.1,0,0,0,39
2022/10/7,チャーハン,油,1,9,0,1,0
2022/10/7,チャーハン,グリンピース,3,2,0.2,0,0
2022/10/7,牛乳,牛乳,206,126,6.8,7.8,84
2022/10/7,煮豚,豚肉,60,103,12.3,6.1,28
2022/10/7,煮豚,しょうが,0.5,0,0,0,0
2022/10/7,煮豚,にんにく,0.1,0,0,0,0
2022/10/7,煮豚,さとう,1.8,7,0,0,0
2022/10/7,煮豚,しょうゆ,3.6,3,0.3,0,205
2022/10/7,煮豚,酒,2,2,0,0,0
2022/10/7,煮豚,みりん,1,2,0,0,0
2022/10/7,煮豚,水,2,0,0,0,0
2022/10/7,中華風おひたし,キャベツ,50,9,0.6,0.1,2
2022/10/7,中華風おひたし,人参,5,1,0,0,2
2022/10/7,中華風おひたし,小松菜,10,1,0.2,0,2
2022/10/7,中華風おひたし,からし粉,0.1,0,0,0,0
2022/10/7,中華風おひたし,ごま油,0.2,2,0,0.2,0
2022/10/7,中華風おひたし,しょうゆ,2.8,2,0.2,0,160
2022/10/7,中華風おひたし,酢,0.5,0,0,0,0
2022/10/11,マーボー生揚げ丼,米（委託炊飯）,80,274,4.9,0.7,1
2022/10/11,マーボー生揚げ丼,冷凍生揚げ,90,146,9.4,9.5,61
2022/10/11,マーボー生揚げ丼,豚ひき肉,25,46,5,2.9,12
2022/10/11,マーボー生揚げ丼,しょうが,1,0,0,0,0
2022/10/11,マーボー生揚げ丼,長ねぎ,5,1,0,0,0
2022/10/11,マーボー生揚げ丼,人参,10,3,0.1,0,3
2022/10/11,マーボー生揚げ丼,もやし,30,4,0.5,0,1
2022/10/11,マーボー生揚げ丼,油,0.5,4,0,0.5,0
2022/10/11,マーボー生揚げ丼,さとう,2,8,0,0,0
2022/10/11,マーボー生揚げ丼,しょうゆ,5,4,0.4,0,285
2022/10/11,マーボー生揚げ丼,赤みそ,2,4,0.3,0.1,102
2022/10/11,マーボー生揚げ丼,豆板醤,0.2,0,0,0,14
2022/10/11,マーボー生揚げ丼,片栗粉,1,3,0,0,0
2022/10/11,マーボー生揚げ丼,水,15,0,0,0,0
2022/10/11,マーボー生揚げ丼,ごま油,0.5,4,0,0.5,0
2022/10/11,牛乳,牛乳,206,126,6.8,7.8,84
2022/10/11,春雨サラダ,緑豆春雨,5,17,0,0,1
2022/10/11,春雨サラダ,人参,5,1,0,0,2
2022/10/11,春雨サラダ,キャベツ,40,7,0.4,0.1,2
2022/10/11,春雨サラダ,さとう,0.5,2,0,0,0
2022/10/11,春雨サラダ,しょうゆ,2.5,2,0.2,0,143
2022/10/11,春雨サラダ,酢,3,2,0,0,0
2022/10/11,春雨サラダ,ごま油,0.5,4,0,0.5,0
2022/10/11,春雨サラダ,からし粉,0.1,0,0,0,0
2022/10/11,春雨サラダ,サラダ油,2,18,0,2,0
2022/10/12,チキンピラフ,米,62,212,3.8,0.6,1
2022/10/12,チキンピラフ,麦,8,27,0.6,0.2,0
2022/10/12,チキンピラフ,酒,0.8,1,0,0,0
2022/10/12,チキンピラフ,水,,0,0,0,0
2022/10/12,チキンピラフ,鶏肉,15,24,2.9,1.5,8
2022/10/12,チキンピラフ,人参,10,3,0.1,0,3
2022/10/12,チキンピラフ,玉ねぎ,20,6,0.2,0,0
2022/10/12,チキンピラフ,ホールコーン,6,5,0.1,0,13
2022/10/12,チキンピラフ,油,1.5,13,0,1.5,0
2022/10/12,チキンピラフ,濃縮スープ（チキン）,2,0,0.1,0,2
2022/10/12,チキンピラフ,塩,0.9,0,0,0,351
2022/10/12,チキンピラフ,こしょう,0.02,0,0,0,0
2022/10/12,チキンピラフ,グリンピース,3,2,0.2,0,0
2022/10/12,牛乳,牛乳,206,126,6.8,7.8,84
2022/10/12,肉団子,肉団子,60,133,9.1,8.2,81
2022/10/12,肉団子,油,35,11,0,1.2,0
2022/10/12,肉団子,さとう,1.1,4,0,0,0
2022/10/12,肉団子,しょうゆ,2.2,2,0.2,0,125
2022/10/12,肉団子,みりん,1.1,3,0,0,0
2022/10/12,肉団子,片栗粉,0.2,1,0,0,0
2022/10/12,肉団子,水,3,0,0,0,0
2022/10/12,コールスローサラダ,キャベツ,50,9,0.6,0.1,2
2022/10/12,コールスローサラダ,人参,5,1,0,0,2
2022/10/12,コールスローサラダ,塩,0.27,0,0,0,105
2022/10/12,コールスローサラダ,酢,1.4,1,0,0,0
2022/10/12,コールスローサラダ,こしょう,0.03,0,0,0,0
2022/10/12,コールスローサラダ,サラダ油,1.8,16,0,1.8,0
2022/10/13,麦ごはん,米,70,239,4.3,0.6,1
2022/10/13,麦ごはん,麦,10,33,0.7,0.2,0
2022/10/13,麦ごはん,油,0.3,3,0,0.3,0
2022/10/13,麦ごはん,酒,1,1,0,0,0
2022/10/13,麦ごはん,水,,0,0,0,0
2022/10/13,牛乳,牛乳,206,126,6.8,7.8,84
2022/10/13,とり肉の塩こうじ焼き,鶏肉,70,113,13.3,7.1,36
2022/10/13,とり肉の塩こうじ焼き,塩こうじ,5,9,0.2,0,255
2022/10/13,豚汁,豚肉,20,36,4,2.3,10
2022/10/13,豚汁,人参,10,3,0.1,0,3
2022/10/13,豚汁,じゃがいも,30,16,0.5,0,0
2022/10/13,豚汁,大根,30,4,0.1,0,4
2022/10/13,豚汁,長ねぎ,10,2,0.1,0,0
2022/10/13,豚汁,小松菜,20,3,0.3,0,3
2022/10/13,豚汁,冷凍豆腐,30,18,1.5,0.8,1
2022/10/13,豚汁,かつお節,1.5,0,0,0,0
2022/10/13,豚汁,白みそ,10,18,1.3,0.6,490
2022/10/13,豚汁,水,100～120,0,0,0,0
2022/10/13,味付けおかか,味付けおかか,4,10,1.2,0.1,148
2022/10/14,コッペパン,コッペパン,50,208,7,3.8,351
2022/10/14,牛乳,牛乳,206,126,6.8,7.8,84
2022/10/14,ポークチャップ,豚肉,60,103,12.3,6.1,28
2022/10/14,ポークチャップ,塩,0.1,0,0,0,39
2022/10/14,ポークチャップ,こしょう,0.03,0,0,0,0
2022/10/14,ポークチャップ,片栗粉,15,51,0,0,0
2022/10/14,ポークチャップ,油,35,21,0,2.4,0
2022/10/14,ポークチャップ,トマトケチャップ,6,6,0.1,0,72
2022/10/14,ポークチャップ,ウスターソース,1.2,1,0,0,40
2022/10/14,ポークチャップ,さとう,2,8,0,0,0
2022/10/14,ポークチャップ,しょうゆ,0.4,0,0,0,23
2022/10/14,ポークチャップ,赤ワイン,1,1,0,0,0
2022/10/14,ポークチャップ,にんにく,0.01,0,0,0,0
2022/10/14,ポークチャップ,玉ねぎ,1,0,0,0,0
2022/10/14,ポークチャップ,水,11,0,0,0,0
2022/10/14,ＡＢＣスープ,アルファベットマカロニ,6,21,0.8,0.1,0
2022/10/14,ＡＢＣスープ,鶏肉,15,24,2.9,1.5,8
2022/10/14,ＡＢＣスープ,人参,10,3,0.1,0,3
2022/10/14,ＡＢＣスープ,玉ねぎ,30,9,0.3,0,1
2022/10/14,ＡＢＣスープ,じゃがいも,25,13,0.4,0,0
2022/10/14,ＡＢＣスープ,キャベツ,20,4,0.2,0,1
2022/10/14,ＡＢＣスープ,ホールコーン,10,8,0.2,0.1,21
2022/10/14,ＡＢＣスープ,塩,0.9,0,0,0,351
2022/10/14,ＡＢＣスープ,こしょう,0.03,0,0,0,0
2022/10/14,ＡＢＣスープ,乾燥パセリ,0.03,0,0,0,0
2022/10/14,ＡＢＣスープ,濃縮スープ（チキン）,5,1,0.2,0,4
2022/10/14,ＡＢＣスープ,水,120～130,0,0,0,0
2022/10/14,チーズ,ベビーチーズ（鉄）,15,47,2.7,3.7,197
2022/10/17,ぶどうパン,ぶどうパン,50,250,7.3,3.8,353
2022/10/17,牛乳,牛乳,206,126,6.8,7.8,84
2022/10/17,ハンバーグ,豚ひき肉,60,109,12,7,29
2022/10/17,ハンバーグ,玉ねぎ,15,5,0.1,0,0
2022/10/17,ハンバーグ,卵,8,10,0.8,0.7,10
2022/10/17,ハンバーグ,パン粉,6,22,0.9,0.4,28
2022/10/17,ハンバーグ,調理用牛乳,10,6,0.3,0.4,4
2022/10/17,ハンバーグ,塩,0.4,0,0,0,156
2022/10/17,ハンバーグ,こしょう,0.03,0,0,0,0
2022/10/17,ハンバーグ,ナツメグ,0.01,0,0,0,0
2022/10/17,ハンバーグ,トマトケチャップ,4,4,0.1,0,48
2022/10/17,ハンバーグ,中濃ソース,2.5,3,0,0,58
2022/10/17,ハンバーグ,さとう,0.5,2,0,0,0
2022/10/17,ワンタンスープ,ウェーブワンタン,7,25,0.8,0.1,11
2022/10/17,ワンタンスープ,鶏肉,10,16,1.9,1,5
2022/10/17,ワンタンスープ,人参,10,3,0.1,0,3
2022/10/17,ワンタンスープ,玉ねぎ,20,6,0.2,0,0
2022/10/17,ワンタンスープ,キャベツ,30,5,0.3,0.1,1
2022/10/17,ワンタンスープ,小松菜,10,1,0.2,0,2
2022/10/17,ワンタンスープ,濃縮スープ（チキン）,5,1,0.2,0,4
2022/10/17,ワンタンスープ,塩,0.8,0,0,0,312
2022/10/17,ワンタンスープ,こしょう,0.03,0,0,0,0
2022/10/17,ワンタンスープ,しょうゆ,2,2,0.2,0,114
2022/10/17,ワンタンスープ,水,120～130,0,0,0,0
2022/10/18,ごはん,米（委託炊飯）,80,274,4.9,0.7,1
2022/10/18,牛乳,牛乳,206,126,6.8,7.8,84
2022/10/18,いわしのかば焼き,いわし,33.3,52,6.4,3.1,27
2022/10/18,いわしのかば焼き,小麦粉,5,17,0.4,0.1,0
2022/10/18,いわしのかば焼き,油,35,20,0,2.3,0
2022/10/18,いわしのかば焼き,さとう,4.5,18,0,0,0
2022/10/18,いわしのかば焼き,しょうゆ,3.3,3,0.3,0,188
2022/10/18,いわしのかば焼き,水,,0,0,0,0
2022/10/18,しょうがあえ,キャベツ,35,6,0.4,0.1,1
2022/10/18,しょうがあえ,もやし,20,3,0.3,0,0
2022/10/18,しょうがあえ,しょうが,0.8,0,0,0,0
2022/10/18,しょうがあえ,ほうれん草,10,2,0.3,0,11
2022/10/18,しょうがあえ,しょうゆ,2.6,2,0.2,0,148
2022/10/18,秋のみそ汁,人参,12,3,0.1,0,4
2022/10/18,秋のみそ汁,さつまいも,25,29,0.3,0,3
2022/10/18,秋のみそ汁,長ねぎ,10,2,0.1,0,0
2022/10/18,秋のみそ汁,しめじ,10,2,0.3,0,0
2022/10/18,秋のみそ汁,こんにゃく,20,1,0,0,2
2022/10/18,秋のみそ汁,冷凍油揚げ,5,21,1.2,1.7,0
2022/10/18,秋のみそ汁,かつお節,1.5,0,0,0,0
2022/10/18,秋のみそ汁,白みそ,4.5,8,0.6,0.3,221
2022/10/18,秋のみそ汁,赤みそ,4.5,8,0.6,0.2,230
2022/10/18,秋のみそ汁,水,100～120,0,0,0,0
2022/10/19,麦ごはん,米,70,239,4.3,0.6,1
2022/10/19,麦ごはん,麦,10,33,0.7,0.2,0
2022/10/19,麦ごはん,油,0.3,3,0,0.3,0
2022/10/19,麦ごはん,酒,1,1,0,0,0
2022/10/19,麦ごはん,水,,0,0,0,0
2022/10/19,牛乳,牛乳,206,126,6.8,7.8,84
2022/10/19,豚肉と生揚げのみそ炒め,豚肉,30,55,6,3.5,15
2022/10/19,豚肉と生揚げのみそ炒め,玉ねぎ,30,9,0.3,0,1
2022/10/19,豚肉と生揚げのみそ炒め,人参,10,3,0.1,0,3
2022/10/19,豚肉と生揚げのみそ炒め,しょうが,0.5,0,0,0,0
2022/10/19,豚肉と生揚げのみそ炒め,にんにく,0.1,0,0,0,0
2022/10/19,豚肉と生揚げのみそ炒め,油,1,9,0,1,0
2022/10/19,豚肉と生揚げのみそ炒め,冷凍生揚げ,40,65,4.2,4.2,27
2022/10/19,豚肉と生揚げのみそ炒め,酒,1,1,0,0,0
2022/10/19,豚肉と生揚げのみそ炒め,さとう,2.5,10,0,0,0
2022/10/19,豚肉と生揚げのみそ炒め,赤みそ,3.5,6,0.5,0.2,179
2022/10/19,豚肉と生揚げのみそ炒め,しょうゆ,1.5,1,0.1,0,86
2022/10/19,豚肉と生揚げのみそ炒め,豆板醤,0.1,0,0,0,7
2022/10/19,豚肉と生揚げのみそ炒め,片栗粉,0.6,2,0,0,0
2022/10/19,豚肉と生揚げのみそ炒め,水,1,0,0,0,0
2022/10/19,いそあえ,キャベツ,45,8,0.5,0.1,2
2022/10/19,いそあえ,ほうれん草,20,4,0.6,0.1,23
2022/10/19,いそあえ,しょうゆ,2.6,2,0.2,0,148
2022/10/19,いそあえ,のり,0.5,1,0.2,0,3
2022/10/20,黒パン,黒パン,50,239,7.2,3.8,359
2022/10/20,牛乳,牛乳,206,126,6.8,7.8,84
2022/10/20,はやし煮,豚肉,40,73,8,4.7,20
2022/10/20,はやし煮,人参,12,3,0.1,0,4
2022/10/20,はやし煮,玉ねぎ,40,12,0.4,0,1
2022/10/20,はやし煮,じゃがいも,70,37,1.1,0.1,1
2022/10/20,はやし煮,油,1,9,0,1,0
2022/10/20,はやし煮,グリンピース,3,2,0.2,0,0
2022/10/20,はやし煮,油,2,18,0,2,0
2022/10/20,はやし煮,小麦粉,3,10,0.2,0,0
2022/10/20,はやし煮,濃縮スープ（ポーク）,3,2,0.1,0.1,2
2022/10/20,はやし煮,トマトケチャップ,12,13,0.2,0,144
2022/10/20,はやし煮,中濃ソース,3.5,5,0,0,81
2022/10/20,はやし煮,さとう,0.5,2,0,0,0
2022/10/20,はやし煮,塩,0.75,0,0,0,293
2022/10/20,はやし煮,こしょう,0.03,0,0,0,0
2022/10/20,はやし煮,ナツメグ,0.01,0,0,0,0
2022/10/20,はやし煮,赤ワイン,1,1,0,0,0
2022/10/20,はやし煮,ベイリーフ,0.01,0,0,0,0
2022/10/20,はやし煮,水,40～60,0,0,0,0
2022/10/20,野菜サラダ,キャベツ,45,8,0.5,0.1,2
2022/10/20,野菜サラダ,人参,5,1,0,0,2
2022/10/20,野菜サラダ,ホールコーン,5,4,0.1,0,11
2022/10/20,野菜サラダ,塩,0.27,0,0,0,105
2022/10/20,野菜サラダ,酢,1.4,1,0,0,0
2022/10/20,野菜サラダ,こしょう,0.01,0,0,0,0
2022/10/20,野菜サラダ,サラダ油,2.8,25,0,2.8,0
2022/10/20,ヨーグルト,ヨーグルト（鉄）,80,68,2.3,1.1,31
2022/10/21,麦ごはん,米,70,239,4.3,0.6,1
2022/10/21,麦ごはん,麦,10,33,0.7,0.2,0
2022/10/21,麦ごはん,油,0.3,3,0,0.3,0
2022/10/21,麦ごはん,酒,1,1,0,0,0
2022/10/21,麦ごはん,水,,0,0,0,0
2022/10/21,牛乳,牛乳,206,126,6.8,7.8,84
2022/10/21,タッカルビ,鶏肉,40,65,7.6,4,21
2022/10/21,タッカルビ,キャベツ,30,5,0.3,0.1,1
2022/10/21,タッカルビ,人参,10,3,0.1,0,3
2022/10/21,タッカルビ,玉ねぎ,20,6,0.2,0,0
2022/10/21,タッカルビ,さつまいも,25,29,0.3,0,3
2022/10/21,タッカルビ,トック,30,69,1.2,0.2,35
2022/10/21,タッカルビ,油,1,9,0,1,0
2022/10/21,タッカルビ,しょうが,0.6,0,0,0,0
2022/10/21,タッカルビ,にんにく,0.2,0,0,0,0
2022/10/21,タッカルビ,酒,1.5,2,0,0,0
2022/10/21,タッカルビ,さとう,2.8,11,0,0,0
2022/10/21,タッカルビ,赤みそ,4.5,8,0.6,0.2,230
2022/10/21,タッカルビ,しょうゆ,2,2,0.2,0,114
2022/10/21,タッカルビ,豆板醤,0.15,0,0,0,11
2022/10/21,タッカルビ,ごま油,0.3,3,0,0.3,0
2022/10/21,塩ナムル,もやし,45,7,0.7,0,1
2022/10/21,塩ナムル,ほうれん草,20,4,0.6,0.1,23
2022/10/21,塩ナムル,ごま油,0.4,4,0,0.4,0
2022/10/21,塩ナムル,酢,0.9,1,0,0,0
2022/10/21,塩ナムル,塩,0.37,0,0,0,144
2022/10/21,塩ナムル,白ごま,1,6,0.2,0.5,0
2022/10/24,食パン,食パン,60,249,8.3,4.6,421
2022/10/24,牛乳,牛乳,206,126,6.8,7.8,84
2022/10/24,バーベキューチキン,鶏肉,70,113,13.3,7.1,36
2022/10/24,バーベキューチキン,塩,0.2,0,0,0,78
2022/10/24,バーベキューチキン,カレー粉,0.2,1,0,0,0
2022/10/24,バーベキューチキン,トマトケチャップ,2.8,3,0,0,34
2022/10/24,バーベキューチキン,ウスターソース,1.6,2,0,0,53
2022/10/24,バーベキューチキン,にんにく,0.04,0,0,0,0
2022/10/24,バーベキューチキン,酒,1.5,2,0,0,0
2022/10/24,白菜のクリームシチュー,ベーコン,5,20,0.6,2,40
2022/10/24,白菜のクリームシチュー,人参,15,4,0.1,0,5
2022/10/24,白菜のクリームシチュー,白菜,60,7,0.5,0.1,3
2022/10/24,白菜のクリームシチュー,玉ねぎ,20,6,0.2,0,0
2022/10/24,白菜のクリームシチュー,油,0.5,4,0,0.5,0
2022/10/24,白菜のクリームシチュー,調理用牛乳,20,12,0.7,0.8,8
2022/10/24,白菜のクリームシチュー,脱脂粉乳,10,35,3.4,0.1,57
2022/10/24,白菜のクリームシチュー,濃縮スープ（ポーク）,5,3,0.2,0.2,4
2022/10/24,白菜のクリームシチュー,塩,0.8,0,0,0,312
2022/10/24,白菜のクリームシチュー,こしょう,0.04,0,0,0,0
2022/10/24,白菜のクリームシチュー,米粉,3,11,0.2,0,0
2022/10/24,白菜のクリームシチュー,水,70,0,0,0,0
2022/10/24,ジャム,りんごジャム,15,30,0,0,1
2022/10/25,ビビンバ,米（委託炊飯）,80,274,4.9,0.7,1
2022/10/25,ビビンバ,豚ひき肉,50,91,10,5.9,25
2022/10/25,ビビンバ,大豆ミート,5,18,2.3,0.2,0
2022/10/25,ビビンバ,長ねぎ,4.5,1,0,0,0
2022/10/25,ビビンバ,しょうが,0.4,0,0,0,0
2022/10/25,ビビンバ,にんにく,0.1,0,0,0,0
2022/10/25,ビビンバ,油,0.5,4,0,0.5,0
2022/10/25,ビビンバ,酒,0.8,1,0,0,0
2022/10/25,ビビンバ,さとう,1,4,0,0,0
2022/10/25,ビビンバ,しょうゆ,3,2,0.2,0,171
2022/10/25,ビビンバ,赤みそ,1,2,0.1,0.1,51
2022/10/25,ビビンバ,一味とうがらし,0.02,0,0,0,0
2022/10/25,ビビンバ,もやし,35,5,0.6,0,1
2022/10/25,ビビンバ,人参,5,1,0,0,2
2022/10/25,ビビンバ,小松菜,20,3,0.3,0,3
2022/10/25,ビビンバ,しょうゆ,2.5,2,0.2,0,143
2022/10/25,ビビンバ,ごま油,0.3,3,0,0.3,0
2022/10/25,ビビンバ,白ごま,1,6,0.2,0.5,0
2022/10/25,牛乳,牛乳,206,126,6.8,7.8,84
2022/10/25,トックスープ,鶏肉,20,32,3.8,2,10
2022/10/25,トックスープ,大根,30,4,0.1,0,4
2022/10/25,トックスープ,人参,10,3,0.1,0,3
2022/10/25,トックスープ,長ねぎ,10,2,0.1,0,0
2022/10/25,トックスープ,しょうが,0.1,0,0,0,0
2022/10/25,トックスープ,にんにく,0.1,0,0,0,0
2022/10/25,トックスープ,塩,0.6,0,0,0,234
2022/10/25,トックスープ,しょうゆ,2,2,0.2,0,114
2022/10/25,トックスープ,こしょう,0.01,0,0,0,0
2022/10/25,トックスープ,濃縮スープ（チキン）,5,1,0.2,0,4
2022/10/25,トックスープ,トック,30,69,1.2,0.2,35
2022/10/25,トックスープ,水,120～130,0,0,0,0
2022/10/26,かた焼きそば,蒸し麺,40,144,4.4,1.2,128
2022/10/26,かた焼きそば,油,35,53,0,6,0
2022/10/26,かた焼きそば,豚肉,40,73,8,4.7,20
2022/10/26,かた焼きそば,人参,10,3,0.1,0,3
