C日付,献立名,材料名,分量（g）,エネルギー（kcal）,たんぱく質（g）,脂質（g）,ナトリウム（mg）
2023/2/2,はやし煮,さとう,0.5,2,0,0,0
2023/2/2,はやし煮,塩,0.75,0,0,0,293
2023/2/2,はやし煮,こしょう,0.03,0,0,0,0
2023/2/2,はやし煮,ナツメグ,0.01,0,0,0,0
2023/2/2,はやし煮,赤ワイン,1,1,0,0,0
2023/2/2,はやし煮,ベイリーフ,0.01,0,0,0,0
2023/2/2,はやし煮,水,40～60,0,0,0,0
2023/2/2,もやしのサラダ,もやし,35,5,0.6,0,1
2023/2/2,もやしのサラダ,きゅうり,7,1,0.1,0,0
2023/2/2,もやしのサラダ,ホールコーン,10,8,0.2,0.1,21
2023/2/2,もやしのサラダ,しょうゆ,2.4,2,0.2,0,137
2023/2/2,もやしのサラダ,酢,1.6,1,0,0,0
2023/2/2,もやしのサラダ,さとう,0.2,1,0,0,0
2023/2/2,もやしのサラダ,白ごま,1,6,0.2,0.5,0
2023/2/3,こぎつねずし,米,65,222,4,0.6,1
2023/2/3,こぎつねずし,麦,5,17,0.4,0.1,0
2023/2/3,こぎつねずし,酒,0.8,1,0,0,0
2023/2/3,こぎつねずし,水,,0,0,0,0
2023/2/3,こぎつねずし,さとう,1.8,7,0,0,0
2023/2/3,こぎつねずし,塩,0.7,0,0,0,273
2023/2/3,こぎつねずし,酢,6,4,0,0,1
2023/2/3,こぎつねずし,人参,7,2,0.1,0,2
2023/2/3,こぎつねずし,冷凍油揚げ,15,62,3.5,5.2,1
2023/2/3,こぎつねずし,さとう,3,12,0,0,0
2023/2/3,こぎつねずし,しょうゆ,3.5,3,0.3,0,200
2023/2/3,こぎつねずし,かつお節,1,0,0,0,0
2023/2/3,こぎつねずし,水,20,0,0,0,0
2023/2/3,こぎつねずし,白ごま,1.7,10,0.3,0.9,0
2023/2/3,牛乳,牛乳,206,126,6.8,7.8,84
2023/2/3,いわしのこはく揚げ,いわし,40,62,7.7,3.7,32
2023/2/3,いわしのこはく揚げ,しょうゆ,1.8,1,0.1,0,103
2023/2/3,いわしのこはく揚げ,赤みそ,1.2,2,0.2,0.1,61
2023/2/3,いわしのこはく揚げ,しょうが,0.8,0,0,0,0
2023/2/3,いわしのこはく揚げ,酒,1,1,0,0,0
2023/2/3,いわしのこはく揚げ,片栗粉,14,47,0,0,0
2023/2/3,いわしのこはく揚げ,油,35,25,0,2.8,0
2023/2/3,からしあえ,キャベツ,30,5,0.3,0.1,1
2023/2/3,からしあえ,もやし,20,3,0.3,0,0
2023/2/3,からしあえ,小松菜,15,2,0.2,0,2
2023/2/3,からしあえ,しょうゆ,2.6,2,0.2,0,148
2023/2/3,からしあえ,からし粉,0.1,0,0,0,0
2023/2/3,福豆,福豆,5,21,1.9,1.1,0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
