A日付,献立名,材料名,分量（g）,エネルギー（kcal）,たんぱく質（g）,脂質（g）,ナトリウム（mg）
2022/5/26,とり肉のおろしポン酢がけ,こしょう,0.03,0,0,0,0
2022/5/26,とり肉のおろしポン酢がけ,片栗粉,15,51,0,0,0
2022/5/26,とり肉のおろしポン酢がけ,油,35,21,0,2.4,0
2022/5/26,とり肉のおろしポン酢がけ,さとう,1,4,0,0,0
2022/5/26,とり肉のおろしポン酢がけ,みりん,1,2,0,0,0
2022/5/26,とり肉のおろしポン酢がけ,しょうゆ,4,3,0.3,0,228
2022/5/26,とり肉のおろしポン酢がけ,酒,1,1,0,0,0
2022/5/26,とり肉のおろしポン酢がけ,大根,10,1,0,0,1
2022/5/26,とり肉のおろしポン酢がけ,酢,2,1,0,0,0
2022/5/26,とり肉のおろしポン酢がけ,ゆず果汁,1,0,0,0,0
2022/5/26,とり肉のおろしポン酢がけ,水,,0,0,0,0
2022/5/26,からしあえ,キャベツ,25,4,0.3,0,1
2022/5/26,からしあえ,もやし,20,3,0.3,0,0
2022/5/26,からしあえ,ほうれん草,15,3,0.4,0,17
2022/5/26,からしあえ,しょうゆ,2.6,2,0.2,0,148
2022/5/26,からしあえ,からし粉,0.1,0,0,0,0
2022/5/27,麦ごはん,米,70,239,4.3,0.6,1
2022/5/27,麦ごはん,麦,10,33,0.7,0.2,0
2022/5/27,麦ごはん,油,0.3,3,0,0.3,0
2022/5/27,麦ごはん,酒,1,1,0,0,0
2022/5/27,麦ごはん,水,,0,0,0,0
2022/5/27,牛乳,牛乳,206,126,6.8,7.8,84
2022/5/27,肉じゃが,豚肉,40,73,8,4.7,20
2022/5/27,肉じゃが,人参,15,4,0.1,0,5
2022/5/27,肉じゃが,玉ねぎ,40,12,0.4,0,1
2022/5/27,肉じゃが,じゃがいも,90,48,1.5,0.1,1
2022/5/27,肉じゃが,油,1.2,11,0,1.2,0
2022/5/27,肉じゃが,グリンピース,3,2,0.2,0,0
2022/5/27,肉じゃが,さとう,4.5,18,0,0,0
2022/5/27,肉じゃが,しょうゆ,7,5,0.5,0,399
2022/5/27,肉じゃが,みりん,1,2,0,0,0
2022/5/27,ごま酢あえ,切り干し大根,3,8,0.3,0,6
2022/5/27,ごま酢あえ,ほうれん草,20,4,0.6,0.1,23
2022/5/27,ごま酢あえ,人参,5,1,0,0,2
2022/5/27,ごま酢あえ,しょうゆ,2.8,2,0.2,0,160
2022/5/27,ごま酢あえ,さとう,1.5,6,0,0,0
2022/5/27,ごま酢あえ,酢,2.5,1,0,0,0
2022/5/27,ごま酢あえ,白ごま,3,18,0.6,1.6,0
2022/5/27,味付けおかか,味付けおかか,4,10,1.2,0.1,148
2022/5/30,麦ごはん,米,70,239,4.3,0.6,1
2022/5/30,麦ごはん,麦,10,33,0.7,0.2,0
2022/5/30,麦ごはん,油,0.3,3,0,0.3,0
2022/5/30,麦ごはん,酒,1,1,0,0,0
2022/5/30,麦ごはん,水,,0,0,0,0
2022/5/30,牛乳,牛乳,206,126,6.8,7.8,84
2022/5/30,豚肉のみそ炒め,豚肉,60,109,12,7,29
2022/5/30,豚肉のみそ炒め,玉ねぎ,40,12,0.4,0,1
2022/5/30,豚肉のみそ炒め,しょうが,0.5,0,0,0,0
2022/5/30,豚肉のみそ炒め,にんにく,0.1,0,0,0,0
2022/5/30,豚肉のみそ炒め,油,1,9,0,1,0
2022/5/30,豚肉のみそ炒め,トック,15,35,0.6,0.1,18
2022/5/30,豚肉のみそ炒め,酒,1.2,1,0,0,0
2022/5/30,豚肉のみそ炒め,さとう,3,12,0,0,0
2022/5/30,豚肉のみそ炒め,赤みそ,4.2,7,0.6,0.2,214
2022/5/30,豚肉のみそ炒め,しょうゆ,1.8,1,0.1,0,103
2022/5/30,豚肉のみそ炒め,豆板醤,0.12,0,0,0,8
2022/5/30,豚肉のみそ炒め,片栗粉,0.4,1,0,0,0
2022/5/30,豚肉のみそ炒め,水,1.2,0,0,0,0
2022/5/30,春雨サラダ,緑豆春雨,5,17,0,0,1
2022/5/30,春雨サラダ,人参,5,1,0,0,2
2022/5/30,春雨サラダ,キャベツ,25,4,0.3,0,1
2022/5/30,春雨サラダ,小松菜,15,2,0.2,0,2
2022/5/30,春雨サラダ,さとう,0.5,2,0,0,0
2022/5/30,春雨サラダ,しょうゆ,2.5,2,0.2,0,143
2022/5/30,春雨サラダ,酢,3,2,0,0,0
2022/5/30,春雨サラダ,ごま油,0.5,4,0,0.5,0
2022/5/30,春雨サラダ,からし粉,0.1,0,0,0,0
2022/5/30,春雨サラダ,サラダ油,2,18,0,2,0
2022/5/31,黒パン,黒パン,50,239,7.2,3.8,359
2022/5/31,牛乳,牛乳,206,126,6.8,7.8,84
2022/5/31,ホワイトシチュー,豚肉,25,46,5,2.9,12
2022/5/31,ホワイトシチュー,人参,15,4,0.1,0,5
2022/5/31,ホワイトシチュー,じゃがいも,80,42,1.3,0.1,1
2022/5/31,ホワイトシチュー,玉ねぎ,50,16,0.5,0,1
2022/5/31,ホワイトシチュー,油,0.7,6,0,0.7,0
2022/5/31,ホワイトシチュー,白花豆ペースト,10,11,0.6,0.1,0
2022/5/31,ホワイトシチュー,油,1.5,13,0,1.5,0
2022/5/31,ホワイトシチュー,バター,1.5,11,0,1.2,11
2022/5/31,ホワイトシチュー,小麦粉,4,14,0.3,0.1,0
2022/5/31,ホワイトシチュー,濃縮スープ（ポーク）,5,3,0.2,0.2,4
2022/5/31,ホワイトシチュー,塩,0.9,0,0,0,351
2022/5/31,ホワイトシチュー,こしょう,0.04,0,0,0,0
2022/5/31,ホワイトシチュー,脱脂粉乳,12,42,4.1,0.1,68
2022/5/31,ホワイトシチュー,ベイリーフ,0.01,0,0,0,0
2022/5/31,ホワイトシチュー,水,90～110,0,0,0,0
2022/5/31,わかめサラダ,わかめ,1,2,0.2,0,36
2022/5/31,わかめサラダ,キャベツ,40,7,0.4,0.1,2
2022/5/31,わかめサラダ,人参,5,1,0,0,2
2022/5/31,わかめサラダ,しょうゆ,2.8,2,0.2,0,160
2022/5/31,わかめサラダ,サラダ油,1.8,16,0,1.8,0
2022/5/31,ゼリー,りんごゼリー（鉄）,50,50,0.1,0.1,22
